Datum;Uhrzeit;Bezeichnung;Intervall;T2_sZ;T2_sB;T2_bZ;T2_bB;T3_sZ;T3_sB;T3_bZ;T3_bB;TFWZ;TFWB
27.06.2024;02:00;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:59;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:58;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:57;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:56;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:55;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:54;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:53;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:52;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:51;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:50;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:49;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:48;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:47;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:46;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:45;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:44;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:43;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:42;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:41;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:40;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:39;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:38;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:37;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:36;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:35;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:34;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:33;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:32;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:31;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:30;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:29;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:28;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:27;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:26;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:25;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:24;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:23;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:22;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:21;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:20;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:19;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:18;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:17;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:16;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:15;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:14;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:13;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:12;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:11;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:10;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:09;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:08;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:07;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:06;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:05;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:04;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:03;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:02;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:01;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;01:00;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:59;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:58;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:57;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:56;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:55;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:54;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:53;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:52;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:51;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:50;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:49;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:48;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:47;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:46;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:45;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:44;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:43;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:42;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:41;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:40;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:39;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:38;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:37;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:36;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:35;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:34;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:33;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:32;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:31;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:30;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:29;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:28;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:27;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:26;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:25;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:24;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:23;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:22;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:21;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:20;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:19;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:18;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:17;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:16;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:15;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:14;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:13;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:12;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:11;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:10;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:09;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:08;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:07;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:06;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:05;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:04;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:03;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:02;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:01;A130;1;0;0;0;0;0;0;0;0;;
27.06.2024;00:00;A130;1;0;0;0;0;0;0;0;0;;
26.06.2024;23:59;A130;1;0;0;0;0;0;0;0;0;;
26.06.2024;23:58;A130;1;0;0;0;0;0;0;0;0;;
26.06.2024;23:57;A130;1;0;0;0;0;0;0;0;0;;
26.06.2024;23:56;A130;1;0;0;0;0;0;0;0;0;;
26.06.2024;23:55;A130;1;0;0;0;0;0;0;0;0;;
26.06.2024;23:54;A130;1;0;0;0;0;0;0;0;0;;
26.06.2024;23:53;A130;1;0;0;0;0;0;0;0;0;;
26.06.2024;23:52;A130;1;0;0;0;0;0;0;0;0;;
26.06.2024;23:51;A130;1;0;0;0;0;0;0;0;0;;
26.06.2024;23:50;A130;1;0;0;0;0;0;0;0;0;;
26.06.2024;23:49;A130;1;0;0;0;0;0;0;0;0;;
26.06.2024;23:48;A130;1;0;0;0;0;0;0;0;0;;
26.06.2024;23:47;A130;1;0;0;0;0;0;0;0;0;;
26.06.2024;23:46;A130;1;0;0;0;0;0;0;0;0;;
