Datum;Uhrzeit;Bezeichnung;Intervall;TF32Z;TF32B;TB32Z;TB32B;TF32aZ;TF32aB;TB32aZ;TB32aB
26.06.2024;21:13;A140;1;0;0;0;0;0;0;0;0
26.06.2024;21:12;A140;1;0;0;0;0;0;0;0;0
26.06.2024;21:11;A140;1;0;0;0;0;0;0;0;0
26.06.2024;21:10;A140;1;0;0;0;0;1;1;0;0
26.06.2024;21:09;A140;1;0;0;0;0;0;0;0;0
26.06.2024;21:08;A140;1;0;0;0;0;0;0;0;0
26.06.2024;21:07;A140;1;0;0;0;0;0;0;0;0
26.06.2024;21:06;A140;1;0;0;0;0;0;0;0;0
26.06.2024;21:05;A140;1;0;0;0;0;0;0;0;0
26.06.2024;21:04;A140;1;0;0;0;0;0;0;0;0
26.06.2024;21:03;A140;1;0;0;0;0;0;0;0;0
26.06.2024;21:02;A140;1;0;0;0;0;0;0;0;0
26.06.2024;21:01;A140;1;0;0;0;0;0;0;0;0
26.06.2024;21:00;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:59;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:58;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:57;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:56;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:55;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:54;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:53;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:52;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:51;A140;1;0;0;0;0;1;1;0;0
26.06.2024;20:50;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:49;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:48;A140;1;0;0;0;0;1;1;0;0
26.06.2024;20:47;A140;1;1;1;0;0;0;0;0;0
26.06.2024;20:46;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:45;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:44;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:43;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:42;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:41;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:40;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:39;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:38;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:37;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:36;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:35;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:34;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:33;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:32;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:31;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:30;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:29;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:28;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:27;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:26;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:25;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:24;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:23;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:22;A140;1;0;0;0;0;1;1;0;0
26.06.2024;20:21;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:20;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:19;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:18;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:17;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:16;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:15;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:14;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:13;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:12;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:11;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:10;A140;1;0;0;0;0;0;0;0;0
26.06.2024;20:09;A140;1;0;0;0;0;0;0;0;0
