Datum;Uhrzeit;Bezeichnung;Intervall;D51Z;D51B;D52Z;D52B;V51Z;V51B;D111Z;D111B;V111Z;V111B;D112Z;D112B;TF35aZ;TF35aB;TB35aZ;TB35aB;TF35bZ;TF35bB;TB35bZ;TB35bB
04.02.2025;01:00;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:59;A149;1;2;2;2;1;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:58;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:57;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:56;A149;1;1;1;1;0;2;9;1;1;1;8;2;1;0;0;0;0;0;0;0;0
04.02.2025;00:55;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:54;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:53;A149;1;2;3;0;0;0;0;1;3;1;8;1;3;0;0;0;0;0;0;0;0
04.02.2025;00:52;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:51;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:50;A149;1;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:49;A149;1;0;0;0;0;0;0;1;1;1;1;2;2;0;0;0;0;0;0;0;0
04.02.2025;00:48;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:47;A149;1;1;1;1;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:46;A149;1;1;1;1;1;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:45;A149;1;3;3;3;3;1;8;1;3;1;1;1;3;0;0;0;0;0;0;0;0
04.02.2025;00:44;A149;1;1;1;0;0;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:43;A149;1;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:42;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:41;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:40;A149;1;1;1;2;2;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.2025;00:39;A149;1;2;1;0;0;0;0;2;3;1;14;2;3;0;0;0;0;0;0;0;0
04.02.2025;00:38;A149;1;5;5;2;1;2;17;3;5;3;21;3;6;0;0;0;0;0;0;0;0
04.02.2025;00:37;A149;1;0;0;1;0;1;1;1;1;1;8;1;1;0;0;0;0;0;0;0;0
04.02.2025;00:36;A149;1;3;4;3;2;1;6;3;9;4;26;2;1;0;0;0;0;0;0;0;0
04.02.2025;00:35;A149;1;0;0;0;0;0;0;1;4;1;3;1;5;0;0;0;0;0;0;0;0
04.02.2025;00:34;A149;1;1;1;0;0;1;13;1;0;1;4;1;0;0;0;0;0;0;0;0;0
04.02.2025;00:33;A149;1;0;0;1;0;0;0;2;2;3;11;2;2;0;0;0;0;0;0;0;0
