Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;T32Z;T32B;TB32Z;TB32B;V51Z;V51B;ST55Z;ST55B;TB33Z;TB33B;VK1_3StoerZ;VK1_3StoerB
11.11.2024;01:00;A 39;1;;;0;0;1;6;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:59;A 39;1;;;1;7;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:58;A 39;1;;;1;6;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:57;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:56;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:55;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:54;A 39;1;;;0;0;1;8;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:53;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:52;A 39;1;;;0;0;1;5;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:51;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:50;A 39;1;;;0;0;1;4;1;6;0;0;0;0;0;0;0;0
11.11.2024;00:49;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:48;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:47;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:46;A 39;1;;;1;7;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:45;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:44;A 39;1;;;0;0;1;4;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:43;A 39;1;;;1;10;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:42;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:41;A 39;1;;;1;5;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:40;A 39;1;;;0;0;2;17;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:39;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:38;A 39;1;;;0;0;1;4;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:37;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:36;A 39;1;;;0;7;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:35;A 39;1;;;2;11;0;0;1;7;0;0;0;0;0;0;0;0
11.11.2024;00:34;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:33;A 39;1;;;0;0;0;5;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:32;A 39;1;;;1;4;1;6;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:31;A 39;1;;;1;8;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:30;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2024;00:29;A 39;1;;;1;7;0;0;0;0;0;0;0;0;0;0;0;0
