Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D57Z;D57B;A5_M1_460Z;A5_M1_460B;A57_M2_464Z;A57_M2_464B;T7_8Z;T7_8B;D43Z;D43B
26.06.2024;00:01;A 10;1;0;0;0;0;0;0;0;0;1;45;1;1;1;2;0;0;0;0;2;21;2;2;1;1;1;2;0;0;0;0;1;2
26.06.2024;00:00;A 10;1;0;0;0;0;2;3;0;0;0;27;1;1;2;3;3;4;1;2;1;1;0;0;0;0;0;0;0;0;0;0;2;3
25.06.2024;23:59;A 10;1;0;0;0;0;2;2;0;46;1;32;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;1;1;1;1
25.06.2024;23:58;A 10;1;0;0;0;0;1;1;1;19;1;2;1;2;1;2;0;0;1;2;0;0;1;1;0;0;0;0;0;0;0;0;1;1
25.06.2024;23:57;A 10;1;0;0;0;0;2;2;0;0;2;62;2;60;1;1;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;2
25.06.2024;23:56;A 10;1;0;0;0;0;1;1;0;0;1;6;2;18;0;0;2;2;2;5;2;41;2;1;0;0;0;0;0;0;2;3;1;1
25.06.2024;23:55;A 10;1;0;0;0;0;1;1;0;0;0;0;0;0;2;3;5;7;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;0
25.06.2024;23:54;A 10;1;0;0;0;0;3;6;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;23:53;A 10;1;0;0;0;0;1;1;0;0;2;10;1;5;1;1;0;0;1;2;2;44;3;5;0;0;1;2;0;0;0;0;1;1
25.06.2024;23:52;A 10;1;0;0;0;0;1;1;0;3;0;0;1;1;1;1;1;1;0;0;1;28;0;0;0;0;0;0;0;0;0;0;2;3
25.06.2024;23:51;A 10;1;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1
25.06.2024;23:50;A 10;1;0;0;0;0;2;2;1;18;1;2;0;0;0;0;0;0;1;3;0;65;4;4;0;0;0;0;0;0;0;0;2;2
25.06.2024;23:49;A 10;1;0;0;0;0;2;2;1;11;0;0;0;0;2;3;1;1;2;5;1;0;0;0;0;0;0;0;0;0;0;0;2;2
25.06.2024;23:48;A 10;1;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;5
25.06.2024;23:47;A 10;1;0;0;0;0;2;3;0;0;1;1;1;1;1;2;2;3;1;2;1;15;0;0;0;0;0;0;0;0;1;1;1;2
25.06.2024;23:46;A 10;1;0;0;0;0;2;3;1;1;0;0;0;0;0;0;0;0;4;10;1;1;0;0;0;0;0;0;0;0;0;0;2;3
25.06.2024;23:45;A 10;1;0;0;0;0;4;6;0;0;0;0;1;1;1;1;1;1;1;2;0;0;5;4;0;0;0;0;0;0;0;0;0;0
25.06.2024;23:44;A 10;1;0;0;0;0;2;2;1;18;0;0;0;0;0;0;0;0;1;2;2;54;0;0;0;0;0;0;0;0;0;76;0;0
25.06.2024;23:43;A 10;1;0;0;0;0;1;1;1;0;1;38;1;1;1;0;0;0;2;2;0;0;1;1;0;67;0;0;0;0;0;100;4;9
25.06.2024;23:42;A 10;1;0;0;0;0;0;0;0;0;2;29;2;1;1;1;3;5;0;0;2;54;0;0;1;26;0;0;0;0;0;100;6;8
25.06.2024;23:41;A 10;1;0;0;0;0;1;1;1;33;0;0;0;0;0;0;1;2;1;2;1;23;0;0;0;0;0;0;0;0;0;100;2;3
25.06.2024;23:40;A 10;1;0;0;0;0;2;2;1;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0
25.06.2024;23:39;A 10;1;0;0;0;0;0;0;0;0;2;32;1;30;3;3;0;0;2;4;0;2;2;2;0;0;0;0;0;0;0;100;1;1
25.06.2024;23:38;A 10;1;0;0;0;0;0;0;1;7;1;45;1;42;2;2;1;2;0;0;1;53;0;0;0;0;0;0;0;0;0;100;2;3
25.06.2024;23:37;A 10;1;0;0;0;0;2;3;0;0;1;2;1;1;1;1;3;4;0;0;0;0;1;1;0;0;0;0;0;0;1;81;1;1
25.06.2024;23:36;A 10;1;0;0;0;0;1;1;1;3;1;36;1;1;1;1;1;2;2;5;1;69;2;2;0;0;0;0;0;0;2;2;0;0
25.06.2024;23:35;A 10;1;0;0;0;0;2;3;0;0;0;0;1;5;2;2;1;1;1;2;1;15;1;1;1;18;0;0;1;2;0;0;2;2
25.06.2024;23:34;A 10;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;28;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;23:33;A 10;1;0;0;0;0;0;0;0;0;0;0;0;48;2;2;3;2;1;2;3;8;0;0;0;0;0;0;0;0;0;0;2;3
25.06.2024;23:32;A 10;1;0;0;0;0;0;0;0;0;2;16;1;24;3;3;1;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0;1;1
25.06.2024;23:31;A 10;1;0;0;0;0;1;1;1;2;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;4
25.06.2024;23:30;A 10;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;6;0;0;3;2;0;0;0;0;0;0;0;0;1;1
25.06.2024;23:29;A 10;1;0;0;0;0;1;2;0;0;1;34;0;0;1;1;2;3;3;8;1;1;1;1;0;0;0;0;0;0;0;0;3;4
25.06.2024;23:28;A 10;1;0;0;0;0;4;6;0;0;1;4;1;4;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1
25.06.2024;23:27;A 10;1;0;0;0;0;0;0;0;0;2;70;1;1;0;0;1;1;1;2;1;5;4;3;0;0;0;0;0;0;1;2;4;8
25.06.2024;23:26;A 10;1;0;0;0;0;0;1;0;0;2;52;1;12;1;1;2;2;3;11;4;53;1;4;0;31;1;2;0;0;0;0;0;0
25.06.2024;23:25;A 10;1;0;0;0;0;3;4;0;0;1;1;0;0;2;3;1;2;2;5;2;74;0;0;1;1;0;0;0;0;1;1;0;0
25.06.2024;23:24;A 10;1;0;0;0;0;2;3;0;0;3;9;3;23;1;2;2;2;2;4;0;0;2;2;0;0;0;0;0;0;0;0;4;6
25.06.2024;23:23;A 10;1;0;0;0;0;2;3;0;0;1;2;2;32;1;2;1;1;2;3;2;85;2;2;1;2;0;0;0;0;0;0;2;2
25.06.2024;23:22;A 10;1;0;0;0;0;3;4;1;5;3;23;2;21;1;1;1;2;4;7;1;80;2;1;0;0;0;0;0;0;1;1;4;5
25.06.2024;23:21;A 10;1;0;0;0;0;0;0;1;2;0;0;1;1;3;3;1;1;0;1;1;13;1;1;0;0;0;0;0;0;1;1;3;4
25.06.2024;23:20;A 10;1;0;0;0;0;3;7;0;0;2;49;2;2;1;1;2;3;2;2;2;40;3;4;0;0;0;0;0;0;0;0;2;3
25.06.2024;23:19;A 10;1;0;0;0;0;4;6;1;1;0;0;0;0;1;1;1;1;2;6;2;53;3;2;0;0;0;0;0;0;2;5;1;2
25.06.2024;23:18;A 10;1;0;0;0;0;0;1;2;51;0;0;1;1;3;4;4;7;4;37;1;1;0;0;1;1;0;0;0;0;2;13;0;0
25.06.2024;23:17;A 10;1;0;0;0;0;3;5;0;0;0;0;0;0;1;2;1;1;2;6;0;0;2;1;0;0;0;0;0;0;0;0;2;2
25.06.2024;23:16;A 10;1;0;0;0;0;7;9;1;1;0;0;0;0;3;3;0;0;1;4;1;87;2;1;0;0;0;0;0;0;0;0;3;4
25.06.2024;23:15;A 10;1;0;0;0;0;2;2;1;1;0;0;1;1;3;4;0;0;0;0;1;16;2;1;0;0;0;0;0;0;2;6;2;4
25.06.2024;23:14;A 10;1;0;0;0;0;2;3;0;0;4;85;5;6;3;5;1;1;0;0;1;50;2;1;1;4;0;0;1;2;0;0;1;2
25.06.2024;23:13;A 10;1;0;0;0;0;5;9;0;0;1;22;0;0;1;2;1;1;0;0;1;74;0;0;0;0;0;0;0;0;1;1;2;3
25.06.2024;23:12;A 10;1;0;0;0;0;1;2;1;58;0;41;0;28;2;2;2;2;0;0;1;36;1;1;0;0;0;0;0;0;0;0;1;2
25.06.2024;23:11;A 10;1;0;0;0;0;1;1;0;0;3;8;4;31;2;2;2;3;0;0;0;0;0;0;1;2;0;0;0;0;0;0;4;7
25.06.2024;23:10;A 10;1;0;0;0;0;1;2;1;1;4;18;4;19;3;4;1;1;2;4;0;99;0;0;0;0;0;0;0;0;1;1;2;3
25.06.2024;23:09;A 10;1;0;0;0;0;1;2;0;0;2;73;1;1;2;2;0;0;1;2;3;68;2;1;0;0;0;0;0;0;1;2;0;0
25.06.2024;23:08;A 10;1;0;0;0;0;3;4;0;0;2;14;0;0;2;1;2;2;1;3;2;32;2;2;0;0;0;0;0;0;2;14;0;0
25.06.2024;23:07;A 10;1;0;0;0;0;2;2;0;0;1;1;1;1;0;0;2;2;3;8;1;18;2;2;0;0;0;0;0;0;0;0;4;8
25.06.2024;23:06;A 10;1;0;0;0;0;3;5;1;1;1;10;2;10;4;20;2;3;4;11;1;33;1;1;1;6;0;0;1;2;1;2;1;1
25.06.2024;23:05;A 10;1;0;0;0;0;2;3;1;1;2;5;2;1;1;1;2;3;3;8;2;67;0;0;0;0;0;0;0;0;0;0;1;1
25.06.2024;23:04;A 10;1;0;0;0;0;2;4;1;3;2;2;0;0;2;3;3;4;2;6;2;52;1;1;0;0;0;0;0;0;0;0;1;1
25.06.2024;23:03;A 10;1;0;0;0;0;1;1;1;5;0;0;0;10;3;5;3;5;3;6;2;21;0;0;0;0;0;0;0;0;0;0;4;5
25.06.2024;23:02;A 10;1;0;0;0;0;4;2;0;0;1;2;1;55;1;1;2;4;1;2;0;0;1;1;0;0;0;0;0;0;3;5;1;1
25.06.2024;23:01;A 10;1;0;0;0;0;3;4;1;1;1;2;1;1;0;0;3;4;0;0;1;72;0;0;0;0;0;0;0;0;0;0;2;5
25.06.2024;23:00;A 10;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;2;2;27;3;2;0;0;0;0;0;0;0;0;1;1
25.06.2024;22:59;A 10;1;0;0;0;0;1;1;0;0;1;1;0;1;1;2;2;3;3;8;3;37;1;1;0;0;0;0;0;0;2;12;3;4
25.06.2024;22:58;A 10;1;0;0;0;0;2;3;0;0;2;47;2;46;2;3;0;0;1;2;2;57;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;22:57;A 10;1;0;0;0;0;2;3;0;0;3;42;2;37;2;2;2;4;2;3;1;39;3;5;0;0;0;0;0;0;1;2;1;2
25.06.2024;22:56;A 10;1;0;0;0;0;5;5;1;14;1;2;0;13;1;1;1;1;0;0;2;53;2;2;0;0;0;0;0;0;0;0;2;3
25.06.2024;22:55;A 10;1;0;0;0;0;2;2;0;0;1;2;1;85;2;4;1;1;0;0;2;6;1;1;0;0;0;0;0;0;1;2;4;6
25.06.2024;22:54;A 10;1;0;0;0;0;4;5;1;5;1;5;1;5;3;6;2;3;1;3;2;43;2;4;0;0;1;2;0;0;0;0;2;3
25.06.2024;22:53;A 10;1;0;0;0;0;1;1;1;3;0;0;0;0;2;5;1;2;1;2;1;1;0;0;1;1;0;0;0;0;1;1;1;1
25.06.2024;22:52;A 10;1;0;0;0;0;1;1;1;4;0;0;1;1;0;0;1;1;0;0;1;39;3;3;0;0;0;0;0;0;0;0;1;1
25.06.2024;22:51;A 10;1;0;0;0;0;2;3;3;32;0;47;0;0;3;6;2;3;4;45;2;42;1;1;0;0;0;0;0;0;0;0;2;3
25.06.2024;22:50;A 10;1;0;0;0;0;3;4;0;0;1;41;1;1;1;1;2;3;0;0;1;20;0;0;0;0;0;0;0;0;2;70;5;7
25.06.2024;22:49;A 10;1;0;0;0;0;3;10;2;25;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;100;1;2
25.06.2024;22:48;A 10;1;0;0;0;0;5;9;1;1;0;0;1;1;2;2;2;2;4;6;2;66;2;2;1;2;0;0;0;0;1;82;3;4
25.06.2024;22:47;A 10;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3
25.06.2024;22:46;A 10;1;0;0;0;0;2;3;2;3;0;0;0;0;2;3;0;0;0;0;2;52;0;0;0;0;0;0;0;0;0;0;1;1
25.06.2024;22:45;A 10;1;0;0;0;0;0;0;0;0;2;70;1;1;0;0;2;2;0;0;4;59;1;1;0;0;0;0;0;0;0;86;4;7
25.06.2024;22:44;A 10;1;0;0;0;0;4;7;0;0;3;70;1;1;3;5;2;4;0;0;1;23;1;1;0;0;0;0;0;0;0;100;3;4
25.06.2024;22:43;A 10;1;0;0;0;0;0;0;1;1;2;14;0;0;2;4;3;5;2;4;1;63;1;1;0;0;0;0;0;0;0;100;0;0
25.06.2024;22:42;A 10;1;0;0;0;0;4;6;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;4;6
25.06.2024;22:41;A 10;1;0;0;0;0;2;4;0;0;0;0;3;3;4;5;2;1;0;0;1;46;1;1;0;0;0;0;0;0;1;38;4;7
25.06.2024;22:40;A 10;1;0;0;0;0;3;4;0;12;1;25;0;0;0;0;0;0;0;0;1;75;0;0;0;0;0;0;0;0;0;0;4;7
25.06.2024;22:39;A 10;1;0;0;0;0;0;0;1;53;0;0;1;2;1;1;1;2;0;0;1;61;0;0;0;0;0;0;0;0;1;2;3;7
25.06.2024;22:38;A 10;1;0;0;0;0;3;4;0;0;0;0;2;2;2;3;2;2;0;0;2;57;3;3;0;0;0;0;0;0;0;0;4;5
25.06.2024;22:37;A 10;1;0;0;0;0;4;7;1;1;0;0;0;0;2;4;2;2;2;4;0;17;2;1;0;0;0;0;0;0;0;0;0;0
25.06.2024;22:36;A 10;1;0;0;0;0;4;4;0;0;4;22;2;19;1;2;2;3;3;7;1;27;0;0;0;2;0;0;1;2;1;2;0;0
25.06.2024;22:35;A 10;1;0;0;0;0;3;3;1;1;1;17;0;0;1;1;0;0;0;0;1;67;1;1;1;14;0;0;0;0;1;1;2;3
25.06.2024;22:34;A 10;1;0;0;0;0;2;2;0;0;1;32;0;0;1;1;0;0;3;7;0;0;3;3;0;0;0;0;0;0;0;0;3;4
25.06.2024;22:33;A 10;1;0;0;0;0;2;2;1;20;0;0;1;1;2;2;3;4;0;0;1;71;0;0;0;0;0;0;0;0;1;4;0;0
25.06.2024;22:32;A 10;1;0;0;0;0;2;2;1;14;3;21;2;3;4;4;2;3;0;0;5;57;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2024;22:31;A 10;1;0;0;0;0;3;5;1;62;2;54;0;0;2;2;4;3;2;3;2;19;3;2;0;0;0;0;0;0;0;0;5;6
25.06.2024;22:30;A 10;1;0;0;0;0;4;6;0;0;0;0;0;0;2;3;0;0;1;2;0;16;0;0;0;0;0;0;0;0;0;0;1;1
25.06.2024;22:29;A 10;1;0;0;0;0;0;0;0;0;2;4;0;27;1;1;3;2;2;5;1;36;0;0;0;0;0;0;0;0;0;0;4;4
25.06.2024;22:28;A 10;1;0;0;0;0;2;2;0;0;2;21;1;56;2;2;0;0;2;3;1;2;2;2;0;0;0;0;0;0;1;3;2;3
25.06.2024;22:27;A 10;1;0;0;0;0;2;3;1;1;1;64;0;0;0;0;1;1;1;3;3;69;1;0;0;0;0;0;0;0;0;2;2;2
25.06.2024;22:26;A 10;1;0;0;0;0;2;5;0;0;2;55;0;0;0;0;0;0;2;4;1;65;0;0;0;0;0;0;0;0;1;2;1;1
25.06.2024;22:25;A 10;1;0;0;0;0;2;3;0;0;1;3;1;10;1;2;1;2;1;2;1;1;0;0;0;0;0;0;0;0;0;0;1;2
25.06.2024;22:24;A 10;1;0;0;0;0;3;6;0;0;1;1;1;1;1;2;4;5;2;4;0;0;1;0;1;27;0;0;0;0;2;5;0;0
25.06.2024;22:23;A 10;1;0;0;0;0;5;16;1;70;1;11;1;10;1;1;2;6;2;5;1;44;1;4;0;0;1;2;0;0;0;0;2;3
25.06.2024;22:22;A 10;1;0;0;0;0;3;4;2;22;1;1;1;1;1;2;0;0;3;10;2;46;1;1;0;0;0;0;0;0;1;1;5;8
25.06.2024;22:21;A 10;1;0;0;0;0;2;2;2;1;1;1;1;1;3;4;3;5;4;8;1;78;2;1;0;0;0;0;0;0;2;3;0;0
25.06.2024;22:20;A 10;1;0;0;0;0;2;2;0;0;2;6;0;0;2;2;7;7;3;3;3;83;0;0;0;0;0;0;0;0;0;2;3;5
25.06.2024;22:19;A 10;1;0;0;0;0;0;0;1;5;1;67;1;1;1;1;0;0;2;3;2;76;2;1;0;0;0;0;0;0;1;0;2;3
25.06.2024;22:18;A 10;1;0;0;0;0;2;3;0;0;1;2;1;0;4;6;1;2;4;12;1;51;1;1;0;0;0;0;0;0;2;2;3;7
25.06.2024;22:17;A 10;1;0;0;0;0;3;5;0;0;2;45;1;41;2;2;4;10;3;5;3;56;1;1;0;0;0;0;0;0;1;2;2;2
