Datum;Uhrzeit;Bezeichnung;Intervall;T1Z;T1B;T2Z;T2B;D23Z;D23B;V24Z;V24B;D81Z;D81B;D82Z;D82B;D83Z;D83B;V84Z;V84B;TF38Z;TF38B;TB38Z;TB38B;TF38aZ;TF38aB;TB38aZ;TB38aB;VK1_iOZ;VK1_iOB;VK2_iOZ;VK2_iOB
26.06.2024;00:00;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:59;A 61;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;5;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:58;A 61;1;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;6;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:57;A 61;1;0;0;0;0;0;0;0;0;1;0;2;2;2;2;1;7;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:56;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:55;A 61;1;0;0;1;0;1;0;1;7;0;0;1;0;1;1;1;6;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:54;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:53;A 61;1;1;0;2;1;2;1;1;7;0;0;1;0;1;0;1;5;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:52;A 61;1;1;0;1;1;1;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:51;A 61;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;6;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:50;A 61;1;0;0;1;1;1;1;1;12;0;0;1;0;1;0;1;7;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:49;A 61;1;1;2;0;0;0;0;0;0;1;0;1;1;1;1;1;8;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:48;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:47;A 61;1;0;0;1;1;1;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:46;A 61;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:45;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:44;A 61;1;1;0;1;0;1;0;1;7;0;0;1;0;2;1;2;5;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:43;A 61;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:42;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:41;A 61;1;1;0;2;2;2;2;3;17;0;0;1;0;1;0;1;6;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:40;A 61;1;0;0;1;1;1;1;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:39;A 61;1;1;0;3;2;2;1;1;7;0;0;1;1;1;1;1;7;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:38;A 61;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;8;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:37;A 61;1;0;0;0;0;0;0;0;0;2;1;1;1;1;1;1;7;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:36;A 61;1;1;0;2;2;2;2;2;19;0;0;1;0;1;0;1;4;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:35;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:34;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:33;A 61;1;1;0;1;0;1;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:32;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:31;A 61;1;0;0;1;0;1;1;1;9;0;0;3;2;1;0;2;10;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:30;A 61;1;0;0;1;0;1;1;1;7;0;0;2;2;3;2;2;16;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:29;A 61;1;2;4;1;1;1;1;1;11;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:28;A 61;1;1;0;1;0;1;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:27;A 61;1;1;0;1;1;1;1;1;7;0;0;1;0;1;0;1;6;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:26;A 61;1;1;0;1;0;1;0;1;7;1;0;1;0;1;0;1;4;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:25;A 61;1;0;0;1;0;1;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:24;A 61;1;1;1;1;0;1;0;1;7;0;0;1;1;2;3;1;5;0;0;0;0;0;0;0;0;0;100;0;100
25.06.2024;23:23;A 61;1;2;1;2;2;2;2;2;18;0;0;1;1;1;0;1;7;0;0;0;0;0;0;0;0;0;100;0;100
