Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;T1_2Z;T1_2B
23.05.2024;05:35;A 96;1;0;100;0;100;1;10;0;100;0;100;4;8;3;3;0;0;0;0;0;0
23.05.2024;05:32;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;1;0;0;0;0;0;0
23.05.2024;05:30;A 96;1;0;100;0;100;1;24;0;100;0;100;1;1;0;0;0;0;0;0;0;0
23.05.2024;05:29;A 96;1;0;100;0;100;2;69;0;100;0;100;1;1;0;0;0;0;0;0;0;0
23.05.2024;05:28;A 96;1;0;100;0;100;0;0;0;100;0;100;3;4;1;1;0;0;0;0;0;0
23.05.2024;05:26;A 96;1;0;100;0;100;1;56;0;100;0;100;2;4;1;2;1;2;0;0;0;0
23.05.2024;05:25;A 96;1;0;100;0;100;0;0;0;100;0;100;1;4;2;5;0;0;0;0;0;0
23.05.2024;05:24;A 96;1;0;100;0;100;1;30;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:23;A 96;1;0;100;0;100;2;14;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:22;A 96;1;0;100;0;100;1;26;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:21;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:20;A 96;1;0;100;0;100;1;56;0;100;0;100;2;3;2;5;0;0;0;0;0;0
23.05.2024;05:19;A 96;1;0;100;0;100;2;43;0;100;0;100;1;1;0;0;0;0;0;0;0;0
23.05.2024;05:18;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:17;A 96;1;0;100;0;100;1;1;0;100;0;100;1;1;0;0;0;0;0;0;1;2
23.05.2024;05:16;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;3;3;0;0;0;0;0;0
23.05.2024;05:15;A 96;1;0;100;0;100;1;32;0;100;0;100;0;2;1;4;0;0;0;0;0;0
23.05.2024;05:14;A 96;1;0;100;0;100;0;0;0;100;0;100;2;3;1;4;0;0;0;0;0;0
23.05.2024;05:13;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0
23.05.2024;05:12;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:11;A 96;1;0;100;0;100;1;26;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:10;A 96;1;0;100;0;100;1;57;0;100;0;100;0;0;1;1;0;0;0;0;0;0
23.05.2024;05:09;A 96;1;0;100;0;100;2;27;0;100;0;100;1;1;0;0;0;0;0;0;0;0
23.05.2024;05:08;A 96;1;0;100;0;100;0;0;0;100;0;100;3;2;2;4;0;0;0;0;0;0
23.05.2024;05:07;A 96;1;0;100;0;100;1;37;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:06;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0
23.05.2024;05:05;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:04;A 96;1;0;100;0;100;2;17;0;100;0;100;1;1;0;0;0;0;0;0;0;0
23.05.2024;05:03;A 96;1;0;100;0;100;0;0;0;100;0;100;1;2;0;0;0;0;0;0;0;0
23.05.2024;05:02;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:01;A 96;1;0;100;0;100;0;0;0;100;0;100;2;2;1;1;0;0;0;0;0;0
23.05.2024;05:00;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;04:59;A 96;1;0;100;0;100;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0
23.05.2024;04:58;A 96;1;0;100;0;100;0;17;0;100;0;100;1;1;0;0;0;0;0;0;0;0
23.05.2024;04:57;A 96;1;0;100;0;100;2;22;0;100;0;100;0;0;1;1;0;0;0;0;0;0
23.05.2024;04:56;A 96;1;0;100;0;100;0;27;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;04:55;A 96;1;0;100;0;100;1;37;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;04:54;A 96;1;0;100;0;100;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;04:53;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;04:52;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;1;2;0;0;0;0;0;0
23.05.2024;04:51;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;04:50;A 96;1;0;100;0;100;1;6;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;04:49;A 96;1;0;100;0;100;1;22;0;100;0;100;0;0;1;1;0;0;0;0;0;0
23.05.2024;04:48;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;1;2;0;0;0;0
23.05.2024;04:47;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;04:46;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;04:45;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;04:44;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;04:43;A 96;1;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0
23.05.2024;04:42;A 96;1;0;100;0;100;0;0;0;100;0;100;1;3;1;4;0;0;0;0;0;0
