Datum;Uhrzeit;Bezeichnung;Intervall;ReserveZ;ReserveB;V12Z;V12B;V21Z;V21B;V22Z;V22B;V23Z;V23B;V24Z;V24B;D31Z;D31B;D32Z;D32B;AF_T1_T2Z;AF_T1_T2B;AF_T3_T4Z;AF_T3_T4B;AF_BS_32Z;AF_BS_32B;AF_BS_35Z;AF_BS_35B;AF_BS_38Z;AF_BS_38B;AF_BS_41Z;AF_BS_41B
23.05.2024;05:32;A 28;1;0;0;1;68;1;1;5;7;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:30;A 28;1;0;0;1;27;0;0;0;2;1;1;0;0;1;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:29;A 28;1;0;0;0;0;1;1;5;7;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:28;A 28;1;0;0;0;0;1;1;4;8;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:26;A 28;1;0;0;0;0;0;0;3;3;0;0;1;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:25;A 28;1;0;0;2;22;0;0;4;7;3;5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:24;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:23;A 28;1;0;0;0;0;0;0;4;10;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:22;A 28;1;0;0;0;0;0;0;7;13;2;3;3;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:21;A 28;1;0;0;0;15;0;0;4;4;1;1;0;0;0;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:20;A 28;1;0;0;1;16;0;0;3;4;0;0;0;0;1;28;0;0;0;0;0;0;0;0;0;0;0;0;1;1
23.05.2024;05:19;A 28;1;0;0;1;36;0;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:18;A 28;1;0;0;0;0;0;0;2;3;1;8;1;4;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:17;A 28;1;0;0;1;29;0;0;1;4;2;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:16;A 28;1;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:15;A 28;1;0;0;0;0;1;1;2;11;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2024;05:14;A 28;1;0;0;0;0;0;0;2;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
