Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V111Z;V111B;TF35Z;TF35B;TBS35Z;TBS35B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB
01.01.2024;01:00;A108;1;1;8;4;29;0;0;0;0;0;0;0;0
01.01.2024;00:59;A108;1;0;0;2;22;0;0;0;0;0;0;0;0
01.01.2024;00:58;A108;1;0;0;1;18;0;0;0;0;0;0;0;0
01.01.2024;00:57;A108;1;1;10;2;27;0;0;0;0;0;0;0;0
01.01.2024;00:56;A108;1;1;9;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:55;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:54;A108;1;1;12;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:53;A108;1;0;0;1;14;0;0;0;0;0;0;0;0
01.01.2024;00:52;A108;1;0;0;4;13;0;0;0;0;0;0;0;0
01.01.2024;00:51;A108;1;0;0;2;19;0;0;0;0;0;0;0;0
01.01.2024;00:50;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
