Datum;Uhrzeit;Bezeichnung;Intervall;V21_AnfZ;V21_AnfB;V81_AnfZ;V81_AnfB;V381_AnfZ;V381_AnfB;TF38_AnfZ;TF38_AnfB;TF38a_AnfZ;TF38a_AnfB;TBS38_AnfZ;TBS38_AnfB;TBS38a_AnfZ;TBS38a_AnfB
01.01.2024;01:00;A151;1;1;5;1;6;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:59;A151;1;1;7;1;8;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:58;A151;1;1;42;2;15;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:57;A151;1;4;31;3;18;0;0;0;0;1;0;0;0;0;0
01.01.2024;00:56;A151;1;2;11;1;7;0;0;0;0;1;9;0;0;0;0
01.01.2024;00:55;A151;1;1;17;0;0;0;0;0;0;1;9;0;0;0;0
01.01.2024;00:54;A151;1;1;16;2;14;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:53;A151;1;1;7;1;14;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:52;A151;1;2;18;2;30;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:51;A151;1;2;20;3;27;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:50;A151;1;4;38;2;30;0;0;0;0;1;2;0;0;0;0
