Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;D11Z;D11B;D12Z;D12B;TF32Z;TF32B;TB32Z;TB32B;TF33Z;TF33B;TB33Z;TB33B;ST51Z;ST51B;ST55Z;ST55B;LUe_AbFV2_A8Z;LUe_AbFV2_A8B
01.01.2024;01:00;A 80;1;0;0;3;9;0;0;5;12;0;0;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0
01.01.2024;00:59;A 80;1;0;0;1;0;0;0;0;0;1;48;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:58;A 80;1;0;0;4;10;0;0;8;50;0;0;0;100;0;0;0;0;2;3;1;1;0;0;0;0;0;0
01.01.2024;00:57;A 80;1;0;0;5;18;0;0;4;35;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:56;A 80;1;0;0;3;11;0;0;2;25;0;0;0;100;0;0;0;0;0;0;1;2;0;0;0;0;0;0
01.01.2024;00:55;A 80;1;0;0;2;9;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:54;A 80;1;0;0;4;20;0;0;4;14;1;19;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:53;A 80;1;0;0;1;4;0;0;3;14;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:52;A 80;1;0;0;0;0;0;0;5;7;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:51;A 80;1;0;0;1;5;0;0;8;11;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:50;A 80;1;0;0;3;8;0;0;5;13;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
