Datum;Uhrzeit;Bezeichnung;Intervall;TF41_AFZ;TF41_AFB;TB41_AFZ;TB41_AFB;TF41a_AFZ;TF41a_AFB;TB41a_AFZ;TB41a_AFB
01.01.2024;01:00;A 44;1;0;0;0;0;0;0;0;0
01.01.2024;00:59;A 44;1;0;0;0;0;0;0;0;0
01.01.2024;00:58;A 44;1;0;0;0;0;0;0;0;0
01.01.2024;00:57;A 44;1;0;0;0;0;0;0;0;0
01.01.2024;00:56;A 44;1;0;0;0;0;0;0;0;0
01.01.2024;00:55;A 44;1;0;0;0;0;0;0;0;0
01.01.2024;00:54;A 44;1;0;0;0;0;0;0;0;0
01.01.2024;00:53;A 44;1;0;0;0;0;0;0;0;0
01.01.2024;00:52;A 44;1;0;0;0;0;0;0;0;0
01.01.2024;00:51;A 44;1;0;0;0;0;0;0;0;0
01.01.2024;00:50;A 44;1;0;0;0;0;0;0;0;0
