Datum;Uhrzeit;Bezeichnung;Intervall;T1Z;T1B;T2Z;T2B
01.01.2024;01:00;A139;1;0;0;0;0
01.01.2024;00:59;A139;1;0;0;0;0
01.01.2024;00:58;A139;1;0;0;0;0
01.01.2024;00:57;A139;1;0;0;0;0
01.01.2024;00:56;A139;1;0;0;0;0
01.01.2024;00:55;A139;1;1;2;0;0
01.01.2024;00:54;A139;1;0;0;0;0
01.01.2024;00:53;A139;1;0;0;0;0
01.01.2024;00:52;A139;1;0;0;0;0
01.01.2024;00:51;A139;1;0;0;0;0
01.01.2024;00:50;A139;1;0;0;0;0
