Datum;Uhrzeit;Bezeichnung;Intervall;D1Z;D1B;D2Z;D2B;D3Z;D3B;D4Z;D4B;D5Z;D5B;D6Z;D6B;D7Z;D7B;D8Z;D8B;D9Z;D9B;D10Z;D10B;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D15Z;D15B;D16Z;D16B;D17Z;D17B;D18Z;D18B;D19Z;D19B;D20Z;D20B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B
01.01.2024;01:00;A  6;1;0;0;1;0;0;0;2;1;2;2;2;3;2;2;2;1;2;2;2;2;0;100;0;100;0;0;0;0;2;2;0;100;2;2;2;2;0;100;0;100;0;0;0;0;0;0;0;0
01.01.2024;00:59;A  6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;100;0;100;0;0;0;0;0;0;0;100;2;1;2;1;0;100;0;100;0;0;0;0;2;1;2;1
01.01.2024;00:58;A  6;1;0;0;2;1;0;0;2;1;0;0;0;0;1;1;1;1;2;1;2;2;0;100;0;100;0;0;0;0;2;1;0;100;1;1;1;1;0;100;0;100;3;2;3;2;2;2;2;2
01.01.2024;00:57;A  6;1;0;0;3;1;0;0;4;3;1;1;1;2;2;2;2;2;3;2;4;3;0;100;0;100;0;0;0;0;1;1;0;100;6;4;5;5;0;100;0;100;0;0;0;0;4;4;4;4
01.01.2024;00:56;A  6;1;0;0;1;1;0;0;2;1;3;5;4;6;1;1;1;1;1;1;2;1;0;100;0;100;0;0;0;0;1;1;0;100;2;2;2;2;0;100;0;100;1;1;1;1;2;2;2;2
01.01.2024;00:55;A  6;1;0;0;0;0;0;0;2;1;2;2;2;3;2;3;2;2;3;2;3;3;0;100;0;100;0;0;0;0;1;0;0;100;3;2;4;3;0;100;0;100;2;2;2;2;2;1;2;1
01.01.2024;00:54;A  6;1;0;0;3;1;0;0;6;5;0;0;1;1;1;1;1;1;5;4;5;5;0;100;0;100;0;0;0;0;2;2;0;100;3;2;3;2;0;100;0;100;0;0;0;0;6;4;6;4
01.01.2024;00:53;A  6;1;1;1;2;2;0;0;3;2;3;2;2;3;3;3;3;2;4;3;4;4;0;100;0;100;0;0;0;0;4;4;0;100;3;2;3;2;0;100;0;100;1;1;1;1;3;3;3;2
01.01.2024;00:52;A  6;1;0;0;1;0;0;0;1;1;1;1;2;2;1;1;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100;2;1;2;1;0;100;0;100;0;0;0;0;2;2;2;1
01.01.2024;00:51;A  6;1;0;0;0;0;0;0;2;1;2;2;1;2;1;1;1;1;3;2;3;3;0;100;0;100;0;0;0;0;0;0;0;100;6;7;6;7;0;100;0;100;0;0;0;0;6;6;6;6
01.01.2024;00:50;A  6;1;0;0;4;4;0;0;4;5;1;1;1;1;1;1;1;1;3;4;3;5;0;100;0;100;0;0;0;0;0;0;0;100;1;1;1;1;0;100;0;100;0;0;0;0;3;3;3;3
