Datum;Uhrzeit;Bezeichnung;Intervall;TF31Z;TF31B;TF33Z;TF33B;TBS31Z;TBS31B;TBS32Z;TBS32B;TBS33Z;TBS33B;TS55Z;TS55B;TS57Z;TS57B;VD21Z;VD21B;VD22Z;VD22B;VD81Z;VD81B;VD82Z;VD82B;VD521Z;VD521B
01.01.2024;01:00;A 62;1;6;9;2;6;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:59;A 62;1;2;2;2;8;1;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:58;A 62;1;2;7;2;5;4;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:57;A 62;1;2;4;1;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:56;A 62;1;7;9;5;11;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:55;A 62;1;2;4;2;8;2;16;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:54;A 62;1;3;1;0;0;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:53;A 62;1;2;5;2;6;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:52;A 62;1;5;10;4;9;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:51;A 62;1;0;0;0;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:50;A 62;1;2;1;1;6;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
