Datum;Uhrzeit;Bezeichnung;Intervall;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB
01.01.2024;01:00;A171;1;0;0;0;0;0;0;0;0
01.01.2024;00:59;A171;1;0;0;0;0;0;0;0;0
01.01.2024;00:58;A171;1;0;0;0;0;0;0;0;0
01.01.2024;00:57;A171;1;0;0;0;0;0;0;0;0
01.01.2024;00:56;A171;1;0;0;0;0;0;0;0;0
01.01.2024;00:55;A171;1;0;0;0;0;0;0;0;0
01.01.2024;00:54;A171;1;0;0;0;0;0;0;0;0
01.01.2024;00:53;A171;1;0;0;0;0;0;0;0;0
01.01.2024;00:52;A171;1;0;0;0;0;0;0;0;0
01.01.2024;00:51;A171;1;0;0;0;0;0;0;0;0
01.01.2024;00:50;A171;1;0;0;0;0;0;0;0;0
