Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D41Z;D41B;D42Z;D42B;T1Z;T1B;T2Z;T2B;T3Z;T3B;T4Z;T4B
01.01.2024;01:00;A 19;1;1;68;1;14;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:59;A 19;1;1;21;0;0;2;2;1;1;0;0;0;0;0;0
01.01.2024;00:58;A 19;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
01.01.2024;00:57;A 19;1;0;0;0;0;0;0;0;0;2;3;1;1;0;0
01.01.2024;00:56;A 19;1;1;14;1;56;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:55;A 19;1;1;32;1;12;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:54;A 19;1;1;2;0;0;2;51;0;0;0;0;0;0;0;0
01.01.2024;00:53;A 19;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
01.01.2024;00:52;A 19;1;1;70;2;5;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:51;A 19;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
01.01.2024;00:50;A 19;1;2;66;0;0;0;0;0;0;0;0;0;0;0;0
