Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TB32_AFZ;TB32_AFB;TF32a_AFZ;TF32a_AFB;TB32a_AFZ;TB32a_AFB
01.01.2024;01:00;A119;1;0;0;0;0;0;0;0;0
01.01.2024;00:59;A119;1;0;0;0;0;0;0;0;0
01.01.2024;00:58;A119;1;0;0;0;0;0;0;0;0
01.01.2024;00:57;A119;1;0;0;0;0;0;0;0;0
01.01.2024;00:56;A119;1;0;0;0;0;0;0;0;0
01.01.2024;00:55;A119;1;0;0;0;0;0;0;0;0
01.01.2024;00:54;A119;1;0;0;0;0;0;0;0;0
01.01.2024;00:53;A119;1;0;0;0;0;0;0;0;0
01.01.2024;00:52;A119;1;0;0;0;0;0;0;0;0
01.01.2024;00:51;A119;1;0;0;0;0;0;0;0;0
01.01.2024;00:50;A119;1;0;0;0;0;0;0;0;0
