Datum;Uhrzeit;Bezeichnung;Intervall;D1Z;D1B;D2Z;D2B;FG35HZ;FG35HB;FG35WZ;FG35WB;TS_SchluesselschalterZ;TS_SchluesselschalterB;TS_WarteZ;TS_WarteB;TS_BrandmeldungZ;TS_BrandmeldungB;D3Z;D3B
01.01.2024;01:00;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
01.01.2024;00:59;A102;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;2
01.01.2024;00:58;A102;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:57;A102;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1
01.01.2024;00:56;A102;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2
01.01.2024;00:55;A102;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:54;A102;1;6;7;0;0;0;0;0;0;0;0;0;0;0;0;1;1
01.01.2024;00:53;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
01.01.2024;00:52;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;5
01.01.2024;00:51;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2024;00:50;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
