Datum;Uhrzeit;Bezeichnung;Intervall;Anf_35Z;Anf_35B
01.01.2024;01:00;A145;1;0;0
01.01.2024;00:59;A145;1;0;0
01.01.2024;00:58;A145;1;0;0
01.01.2024;00:57;A145;1;0;0
01.01.2024;00:56;A145;1;0;0
01.01.2024;00:55;A145;1;0;0
01.01.2024;00:54;A145;1;0;0
01.01.2024;00:53;A145;1;0;0
01.01.2024;00:52;A145;1;0;0
01.01.2024;00:51;A145;1;0;0
01.01.2024;00:50;A145;1;0;0
