Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;D115Z;D115B;TF41Z;TF41B;TBS41Z;TBS41B;EG23Z;EG23B;EG24Z;EG24B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;FW_AnfoZ;FW_AnfoB
03.12.2024;01:00;A 24;1;1;1;3;8;1;9;2;20;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
03.12.2024;00:59;A 24;1;0;0;1;9;1;2;2;13;1;0;0;0;1;5;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
03.12.2024;00:58;A 24;1;1;33;1;18;1;14;2;9;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
03.12.2024;00:57;A 24;1;1;1;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;100;0;100;1;5;3;10;0;0;0;0;0;0;0;0;;;;;;;;;;
03.12.2024;00:56;A 24;1;1;1;0;0;1;7;0;0;0;0;1;35;0;0;2;6;0;100;0;100;0;0;1;5;0;0;0;0;0;0;0;0;;;;;;;;;;
03.12.2024;00:55;A 24;1;1;1;0;0;2;7;0;0;0;0;1;1;0;0;1;2;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
03.12.2024;00:54;A 24;1;1;1;2;2;2;20;3;8;0;0;1;1;0;0;1;5;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
03.12.2024;00:53;A 24;1;0;0;0;0;0;0;0;0;1;33;0;0;1;5;0;0;0;100;0;100;0;0;2;4;0;0;0;0;0;0;0;0;;;;;;;;;;
03.12.2024;00:52;A 24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
03.12.2024;00:51;A 24;1;1;5;0;0;1;6;0;0;3;45;1;1;3;12;1;2;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
