Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D57Z;D57B;A5_M1_460Z;A5_M1_460B;A57_M2_464Z;A57_M2_464B;T7_8Z;T7_8B;D43Z;D43B
30.12.2024;01:00;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;0;0;0;0;0;0;0;0;0;0;0;0
30.12.2024;00:57;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.12.2024;00:56;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.12.2024;00:50;A 10;1;0;0;0;0;0;0;0;0;1;52;1;52;1;35;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;52;0;0
30.12.2024;00:46;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.12.2024;00:43;A 10;1;0;0;0;0;0;0;0;0;1;22;1;22;0;0;0;0;1;1;1;24;0;0;0;0;0;0;0;0;1;22;0;0
30.12.2024;00:36;A 10;1;2;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.12.2024;00:35;A 10;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.12.2024;00:34;A 10;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.12.2024;00:31;A 10;1;0;0;0;0;0;0;0;0;1;29;1;29;0;0;0;0;0;0;0;0;1;29;0;0;0;0;0;0;1;29;0;0
30.12.2024;00:28;A 10;1;0;0;0;0;0;0;0;0;1;17;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17;1;1
30.12.2024;00:19;A 10;1;0;0;0;0;0;0;0;0;1;39;1;39;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;1;39;3;4
30.12.2024;00:13;A 10;1;0;0;0;0;0;0;0;0;1;9;1;9;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0;0
30.12.2024;00:12;A 10;1;0;0;1;2;1;1;0;0;1;24;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24;1;1
30.12.2024;00:11;A 10;1;0;0;0;0;0;0;0;0;1;24;1;24;0;0;0;0;0;0;1;24;0;0;0;0;0;0;0;0;1;24;0;0
30.12.2024;00:06;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.12.2024;23:54;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;96;0;0
29.12.2024;23:51;A 10;1;1;1;1;1;0;0;0;0;1;27;1;27;0;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;1;27;1;2
29.12.2024;23:45;A 10;1;1;1;3;4;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.12.2024;23:43;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;100;1;1
29.12.2024;23:42;A 10;1;1;4;0;0;0;0;0;0;0;100;0;100;1;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;100;0;0
29.12.2024;23:41;A 10;1;1;2;1;2;0;0;0;0;0;100;0;100;0;0;2;3;2;5;0;0;0;0;0;0;0;0;0;0;0;100;0;0
29.12.2024;23:40;A 10;1;0;0;0;0;0;0;0;0;1;11;1;11;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0
