Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;D51Z;D51B;D81Z;D81B;D82Z;D82B;D91Z;D91B;D41Z;D41B;D42_1Z;D42_1B;_FG32Z;_FG32B;_FG33Z;_FG33B;_FG38Z;_FG38B;V83Z;V83B;V84Z;V84B;V92Z;V92B;V43Z;V43B;V44Z;V44B
17.04.2024;01:33;A 11;1;0;0;2;4;0;0;0;0;1;1;0;0;0;100;0;100;0;0;0;0;0;0;1;8;1;6;1;2;0;0;0;0
17.04.2024;01:32;A 11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:31;A 11;1;0;0;0;0;0;0;1;0;1;1;0;0;0;100;0;100;0;0;0;0;0;0;1;2;1;10;1;4;0;0;0;0
17.04.2024;01:30;A 11;1;1;10;0;0;0;0;1;0;1;1;0;0;0;100;0;100;0;0;0;0;0;0;1;4;2;12;1;6;0;0;1;5
17.04.2024;01:29;A 11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:28;A 11;1;1;7;0;0;0;0;0;0;1;1;0;0;0;100;0;100;0;0;0;0;0;0;0;0;2;9;1;3;0;0;0;0
17.04.2024;01:14;A 11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:13;A 11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:12;A 11;1;0;0;0;0;0;0;2;2;1;1;0;0;0;100;0;100;0;0;0;0;0;0;4;25;1;11;1;9;0;0;0;0
17.04.2024;01:11;A 11;1;2;14;1;3;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:22;A 11;1;0;0;2;8;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0
17.04.2024;00:21;A 11;1;2;5;2;33;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0
17.04.2024;00:20;A 11;1;0;0;0;0;0;0;0;0;1;2;0;0;0;100;0;100;0;0;0;0;0;0;0;0;2;14;3;9;0;0;0;0
17.04.2024;00:19;A 11;1;2;17;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:07;A 11;1;0;0;4;7;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;19:16;A 11;1;2;18;2;83;0;0;2;3;2;2;1;2;0;100;0;100;0;0;0;0;1;4;2;19;2;13;1;33;0;0;0;0
16.04.2024;19:15;A 11;1;4;72;2;84;2;1;0;0;2;4;2;3;0;100;0;100;0;0;0;0;0;0;0;5;0;68;1;82;3;11;4;20
16.04.2024;19:14;A 11;1;4;59;4;46;1;1;8;13;7;18;0;0;0;100;0;100;0;0;0;0;0;0;1;46;1;43;0;0;2;33;1;34
16.04.2024;19:13;A 11;1;3;33;3;42;1;0;3;10;2;3;0;0;0;100;0;100;0;0;0;0;0;0;1;42;2;17;0;0;2;2;4;14
16.04.2024;19:12;A 11;1;3;57;0;61;0;0;11;59;7;30;0;0;0;100;0;100;0;0;0;0;0;0;0;98;0;94;0;0;0;0;2;8
16.04.2024;19:11;A 11;1;3;44;6;56;0;0;2;3;2;3;0;0;0;100;0;100;0;0;0;0;1;3;1;17;1;12;0;0;1;6;2;11
16.04.2024;19:09;A 11;1;1;94;2;22;1;1;7;14;5;27;0;0;0;100;0;100;0;0;0;0;1;2;5;56;2;68;0;0;0;0;2;9
16.04.2024;18:15;A 11;1;1;97;4;85;1;1;8;9;5;15;0;0;0;100;0;100;2;5;0;0;0;0;2;43;1;71;5;26;4;33;1;19
16.04.2024;18:14;A 11;1;5;83;5;67;2;2;10;11;4;4;1;1;0;100;0;100;0;0;1;2;1;2;3;56;3;33;1;66;0;0;1;17
16.04.2024;18:13;A 11;1;3;68;0;20;1;1;4;4;3;3;2;3;0;100;0;100;0;0;0;0;0;0;4;22;4;26;1;9;1;5;3;36
16.04.2024;18:12;A 11;1;1;95;3;84;1;0;5;13;8;18;0;0;0;100;0;100;0;0;0;0;0;0;2;44;0;90;0;0;5;11;0;0
16.04.2024;17:57;A 11;1;1;88;1;92;0;0;5;7;6;14;1;2;0;100;0;100;0;0;0;0;1;2;1;31;2;49;1;74;2;21;3;32
16.04.2024;16:03;A 11;1;3;70;1;62;1;1;12;25;11;47;0;0;0;100;0;100;0;0;0;0;0;0;3;63;1;99;0;0;3;29;2;24
16.04.2024;15:26;A 11;1;4;73;4;66;1;1;5;8;6;13;4;3;0;100;0;100;1;5;0;0;1;3;1;39;1;34;1;11;1;14;1;89
16.04.2024;15:25;A 11;1;3;59;3;39;2;2;0;0;2;3;0;0;0;100;0;100;0;0;0;0;1;2;1;2;2;16;0;0;4;28;1;79
16.04.2024;15:24;A 11;1;2;98;2;90;1;2;8;15;8;63;0;0;0;100;0;100;0;0;0;0;0;0;1;82;0;91;0;0;1;4;4;30
16.04.2024;15:23;A 11;1;3;81;3;75;1;82;5;8;3;15;1;1;0;100;0;100;0;0;0;0;1;2;2;39;2;38;0;77;0;0;1;44
16.04.2024;15:22;A 11;1;1;95;1;51;3;3;2;4;3;15;3;5;0;100;0;100;0;0;0;0;1;2;1;44;1;47;2;76;3;17;2;57
16.04.2024;15:21;A 11;1;1;99;1;98;0;0;7;12;10;43;1;2;0;100;0;100;0;0;0;0;0;0;2;79;1;88;2;88;3;6;4;12
