Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V111Z;V111B;V351Z;V351B;TF35Z;TF35B;TF35aZ;TF35aB;TBS35Z;TBS35B;TBS35aZ;TBS35aB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;MP_A81_MP3Z;MP_A81_MP3B;MP_A77_MP1Z;MP_A77_MP1B;MP_A51_MP4Z;MP_A51_MP4B;MP_A77_MP2Z;MP_A77_MP2B
17.04.2024;01:32;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
17.04.2024;01:31;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
17.04.2024;01:30;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
17.04.2024;01:29;A 77;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
17.04.2024;01:28;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
17.04.2024;01:27;A 77;1;0;0;2;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
17.04.2024;01:13;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
17.04.2024;01:12;A 77;1;1;10;0;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
17.04.2024;01:11;A 77;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
17.04.2024;01:10;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
17.04.2024;00:21;A 77;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
17.04.2024;00:20;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
17.04.2024;00:19;A 77;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
17.04.2024;00:18;A 77;1;0;0;1;17;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
17.04.2024;00:06;A 77;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;19:15;A 77;1;2;21;4;47;2;12;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;19:14;A 77;1;2;18;1;13;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;19:13;A 77;1;1;5;2;29;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;19:12;A 77;1;3;27;3;25;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;19:11;A 77;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;19:10;A 77;1;2;11;3;17;1;11;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;19:08;A 77;1;5;30;4;33;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;18:14;A 77;1;6;32;1;2;1;11;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;18:13;A 77;1;2;11;2;43;0;0;1;1;1;1;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;18:12;A 77;1;1;8;1;70;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;18:11;A 77;1;3;22;1;98;1;11;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;17:56;A 77;1;1;16;1;73;1;4;2;3;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;16:02;A 77;1;3;16;2;32;1;8;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;15:47;A 77;1;2;7;1;93;1;12;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;15:25;A 77;1;3;63;1;76;1;6;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;15:24;A 77;1;4;22;1;34;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;15:23;A 77;1;3;37;1;26;1;10;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;15:22;A 77;1;3;30;2;85;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;15:21;A 77;1;4;32;4;71;1;14;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;
16.04.2024;15:20;A 77;1;1;7;0;43;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
