Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D41Z;D41B;D42Z;D42B;H75_M1_736Z;H75_M1_736B;AH75/HH81_M2_7XZ;AH75/HH81_M2_7XB;AD75/HD81_M2_7XZ;AD75/HD81_M2_7XB;AH81_M4_738Z;AH81_M4_738B;AH81_M5_769Z;AH81_M5_769B;AD81_M5_769Z;AD81_M5_769B;AH75_M7_770Z;AH75_M7_770B;T1_T2Z;T1_T2B;T5_T6Z;T5_T6B;T7_T8Z;T7_T8B;T11_T12Z;T11_T12B
17.04.2024;01:33;A  7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:32;A  7;1;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:31;A  7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:30;A  7;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:29;A  7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:28;A  7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:14;A  7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:13;A  7;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:12;A  7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:11;A  7;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:22;A  7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:21;A  7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:20;A  7;1;3;2;2;2;0;0;1;1;3;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:19;A  7;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:07;A  7;1;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
16.04.2024;19:16;A  7;1;6;5;2;2;2;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0
16.04.2024;19:15;A  7;1;7;5;2;1;3;2;2;1;0;0;0;0;0;0;0;0;1;2;0;0;1;2;1;1;0;0;1;2;0;0
16.04.2024;19:14;A  7;1;4;3;4;2;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
16.04.2024;19:13;A  7;1;6;4;3;2;4;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
16.04.2024;19:12;A  7;1;3;2;2;1;3;2;2;1;1;2;0;0;0;0;1;2;0;0;0;0;0;1;1;2;0;0;0;0;1;2
16.04.2024;19:11;A  7;1;4;2;0;0;2;2;3;2;1;2;2;3;0;0;1;2;1;2;0;0;2;2;1;2;0;0;0;0;0;0
16.04.2024;19:09;A  7;1;4;3;1;1;2;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0
16.04.2024;18:15;A  7;1;11;7;2;1;8;7;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;4;0;0
16.04.2024;18:14;A  7;1;10;6;6;4;4;4;5;4;1;2;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0
16.04.2024;18:13;A  7;1;10;9;5;4;3;2;1;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;4;0;0;1;2
16.04.2024;18:12;A  7;1;8;14;3;4;5;4;4;3;0;0;0;0;0;0;1;2;1;2;0;0;1;2;1;2;1;2;0;0;0;0
16.04.2024;17:57;A  7;1;9;7;1;1;6;5;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
16.04.2024;16:03;A  7;1;2;2;1;1;3;2;2;1;0;0;0;0;0;0;0;0;1;2;0;0;2;2;1;2;0;0;0;0;0;0
16.04.2024;15:26;A  7;1;4;9;5;5;6;7;2;2;1;2;1;2;0;0;0;1;0;0;0;0;0;0;0;1;2;6;0;0;1;2
16.04.2024;15:25;A  7;1;9;8;7;6;1;1;3;3;0;0;1;2;0;0;1;1;0;0;0;0;1;2;2;4;0;0;1;3;0;0
16.04.2024;15:24;A  7;1;5;5;3;3;3;2;2;1;1;2;0;0;0;0;0;0;2;3;0;0;2;3;1;2;0;0;0;0;0;0
16.04.2024;15:23;A  7;1;9;6;8;5;3;2;3;2;0;0;0;0;0;0;0;0;2;3;0;0;2;3;1;2;1;2;0;0;0;0
16.04.2024;15:22;A  7;1;3;2;3;2;6;7;2;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;2;6;0;0;0;0;0;0
16.04.2024;15:21;A  7;1;2;2;1;1;2;2;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
