Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;H51_A74/M1S_493Z;H51_A74/M1S_493B;A51_M1S_494Z;A51_M1S_494B;H55_A30/M3S_504Z;H55_A30/M3S_504B;A55_M3S_505Z;A55_M3S_505B;H54_M3SL_1289Z;H54_M3SL_1289B;A54_M4SL_506Z;A54_M4SL_506B;Power_onZ;Power_onB;Fiber_reserveZ;Fiber_reserveB;LLB-TestZ;LLB-TestB;SyncZ;SyncB;foultZ;foultB
17.04.2024;01:33;A110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.04.2024;01:32;A110;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.04.2024;01:31;A110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.04.2024;01:30;A110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.04.2024;01:29;A110;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.04.2024;01:28;A110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.04.2024;01:14;A110;1;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.04.2024;01:13;A110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.04.2024;01:12;A110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.04.2024;01:11;A110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.04.2024;00:22;A110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.04.2024;00:21;A110;1;0;0;0;0;1;1;0;0;0;0;1;2;1;2;0;0;0;0;;;;;0;0;0;0;0;0
17.04.2024;00:20;A110;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.04.2024;00:19;A110;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
17.04.2024;00:07;A110;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;;;;;0;0;0;0;0;0
16.04.2024;19:16;A110;1;0;0;3;5;5;31;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;19:15;A110;1;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;19:14;A110;1;0;0;4;5;3;9;0;0;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;19:13;A110;1;0;0;0;0;2;2;1;2;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;19:12;A110;1;1;0;1;1;3;3;0;0;0;0;0;0;1;2;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;19:11;A110;1;1;2;3;13;4;7;0;0;0;0;1;2;0;0;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;19:09;A110;1;3;3;3;3;3;26;0;0;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;18:15;A110;1;2;7;2;5;3;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;18:14;A110;1;3;2;6;7;10;17;0;0;0;0;0;0;1;2;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;18:13;A110;1;1;1;2;1;7;60;0;0;0;0;1;2;0;0;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;18:12;A110;1;1;1;1;1;10;55;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;17:57;A110;1;3;5;1;1;5;26;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;16:03;A110;1;1;1;2;2;5;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;15:48;A110;1;0;0;2;3;3;42;0;0;1;2;0;0;1;2;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;15:44;A110;1;6;35;4;11;9;34;0;0;0;0;0;0;0;0;1;2;0;0;;;;;0;0;0;0;0;0
16.04.2024;15:26;A110;1;0;0;3;6;9;14;0;0;0;0;1;2;0;0;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;15:25;A110;1;0;0;3;5;9;17;0;0;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;15:24;A110;1;2;3;3;6;6;9;1;2;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;15:23;A110;1;2;9;3;3;10;16;0;0;0;0;1;2;1;2;0;0;0;0;;;;;0;0;0;0;0;0
16.04.2024;15:22;A110;1;1;1;0;0;10;17;0;0;1;2;0;0;0;0;0;0;1;2;;;;;0;0;0;0;0;0
16.04.2024;15:21;A110;1;1;1;2;2;4;6;0;0;0;0;0;0;1;2;1;2;0;0;;;;;0;0;0;0;0;0
16.04.2024;09:55;A110;1;0;0;4;13;5;21;0;0;1;2;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
