Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TB32Z;TB32B;VK1_2StoerZ;VK1_2StoerB
17.04.2024;01:32;A150;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:31;A150;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:30;A150;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:29;A150;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:28;A150;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:27;A150;1;0;0;1;5;0;0;0;0;0;0
17.04.2024;01:13;A150;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:12;A150;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:11;A150;1;0;0;1;6;0;0;0;0;0;0
17.04.2024;01:10;A150;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:21;A150;1;0;0;2;16;0;0;0;0;0;0
17.04.2024;00:20;A150;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:19;A150;1;0;0;1;5;0;0;0;0;0;0
17.04.2024;00:18;A150;1;0;0;1;4;0;0;0;0;0;0
17.04.2024;00:06;A150;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:05;A150;1;0;0;0;0;0;0;0;0;0;0
16.04.2024;23:22;A150;1;0;0;1;3;0;0;0;0;0;0
16.04.2024;23:01;A150;1;0;0;0;0;0;0;0;0;0;0
16.04.2024;22:51;A150;1;0;0;0;0;0;0;0;0;0;0
16.04.2024;22:26;A150;1;1;9;2;3;0;0;0;0;0;0
16.04.2024;22:21;A150;1;0;0;5;22;0;0;0;0;0;0
16.04.2024;21:55;A150;1;1;8;2;13;0;0;0;0;0;0
16.04.2024;21:33;A150;1;1;11;2;8;0;0;0;0;0;0
16.04.2024;20:53;A150;1;0;0;0;0;0;0;0;0;0;0
16.04.2024;20:36;A150;1;1;8;0;0;0;0;0;0;0;0
16.04.2024;20:21;A150;1;0;6;2;17;0;0;0;0;0;0
16.04.2024;20:08;A150;1;0;0;3;34;0;0;0;0;0;0
16.04.2024;20:01;A150;1;0;2;1;8;0;0;0;0;0;0
16.04.2024;19:51;A150;1;3;19;1;6;0;0;0;0;0;0
16.04.2024;19:48;A150;1;1;3;2;19;0;0;0;0;0;0
16.04.2024;19:42;A150;1;3;23;4;40;0;0;0;0;0;0
16.04.2024;19:38;A150;1;1;7;2;18;0;0;0;0;0;0
16.04.2024;19:15;A150;1;1;5;3;15;0;0;0;0;0;0
16.04.2024;19:14;A150;1;2;12;3;20;0;0;0;0;0;0
16.04.2024;19:13;A150;1;2;36;4;18;0;0;0;0;0;0
16.04.2024;19:12;A150;1;4;29;2;13;0;0;0;0;0;0
16.04.2024;19:11;A150;1;1;13;4;54;0;0;0;0;0;0
16.04.2024;19:10;A150;1;0;0;2;16;0;0;0;0;0;0
16.04.2024;19:08;A150;1;1;31;4;25;0;0;0;0;0;0
16.04.2024;19:01;A150;1;2;22;0;0;0;0;0;0;0;0
16.04.2024;18:56;A150;1;1;32;4;46;0;0;0;0;0;0
16.04.2024;18:49;A150;1;1;6;4;10;0;0;0;0;0;0
16.04.2024;18:17;A150;1;1;28;4;45;0;0;0;0;0;0
16.04.2024;18:14;A150;1;2;11;2;23;0;0;0;0;0;0
16.04.2024;18:13;A150;1;1;6;2;13;1;1;0;0;0;0
16.04.2024;18:12;A150;1;0;0;4;27;0;0;0;0;0;0
16.04.2024;18:11;A150;1;3;35;3;31;0;0;0;0;0;0
16.04.2024;18:06;A150;1;2;39;4;19;0;0;0;0;0;0
16.04.2024;17:56;A150;1;3;27;2;31;0;0;0;0;0;0
16.04.2024;17:30;A150;1;3;23;2;34;1;1;0;0;0;0
16.04.2024;17:22;A150;1;0;3;3;25;0;0;0;0;0;0
16.04.2024;17:12;A150;1;0;0;5;20;0;0;0;0;0;0
16.04.2024;17:04;A150;1;1;83;3;42;0;0;0;0;0;0
16.04.2024;16:54;A150;1;3;16;3;37;0;0;1;1;0;0
16.04.2024;16:43;A150;1;1;29;1;18;0;0;0;0;0;0
16.04.2024;16:39;A150;1;3;25;5;21;0;0;1;1;0;0
16.04.2024;16:36;A150;1;2;18;4;37;0;0;0;0;0;0
16.04.2024;16:30;A150;1;1;24;3;37;0;0;0;0;0;0
16.04.2024;16:22;A150;1;1;10;5;35;0;0;0;0;0;0
16.04.2024;16:02;A150;1;2;18;4;36;0;0;0;0;0;0
16.04.2024;15:47;A150;1;1;6;1;13;0;0;0;0;0;0
16.04.2024;15:43;A150;1;2;43;2;10;0;0;0;0;0;0
16.04.2024;15:29;A150;1;2;26;3;20;0;0;0;0;0;0
16.04.2024;15:25;A150;1;6;42;1;14;0;0;0;0;0;0
16.04.2024;15:24;A150;1;2;25;2;17;0;0;0;0;0;0
16.04.2024;15:23;A150;1;1;10;3;28;1;1;1;1;0;0
