Datum;Uhrzeit;Bezeichnung;Intervall;D51Z;D51B;D52Z;D52B;V51Z;V51B;D111Z;D111B;V111Z;V111B;D112Z;D112B;TF35aZ;TF35aB;TB35aZ;TB35aB;TF35bZ;TF35bB;TB35bZ;TB35bB
17.04.2024;01:32;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:31;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:30;A149;1;1;1;1;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:29;A149;1;0;0;0;0;0;0;1;1;1;7;1;1;0;0;0;0;0;0;0;0
17.04.2024;01:28;A149;1;0;0;0;0;0;0;1;1;2;6;1;1;0;0;0;0;0;0;0;0
17.04.2024;01:27;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:13;A149;1;2;1;1;0;1;9;2;2;1;6;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:12;A149;1;1;1;1;0;1;8;0;0;1;9;2;2;0;0;0;0;0;0;0;0
17.04.2024;01:11;A149;1;1;0;0;0;0;0;1;2;3;14;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:10;A149;1;0;0;0;0;0;0;1;1;1;2;2;3;0;0;0;0;0;0;0;0
17.04.2024;00:21;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:20;A149;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:19;A149;1;1;0;1;0;0;0;1;0;1;2;1;1;0;0;0;0;0;0;0;0
17.04.2024;00:18;A149;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:06;A149;1;1;2;3;1;0;0;1;3;2;17;2;6;0;0;0;0;0;0;0;0
17.04.2024;00:05;A149;1;0;0;0;0;0;0;3;3;7;17;2;2;0;0;0;0;0;0;0;0
16.04.2024;23:22;A149;1;0;0;0;0;0;0;2;1;2;9;2;1;0;0;0;0;0;0;0;0
16.04.2024;23:01;A149;1;1;1;1;1;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;22:51;A149;1;2;1;1;0;1;10;2;2;2;16;2;2;0;0;0;0;0;0;0;0
16.04.2024;22:21;A149;1;0;0;0;0;0;0;2;2;3;29;3;3;0;0;0;0;0;0;0;0
16.04.2024;21:55;A149;1;3;3;4;3;2;33;2;2;2;15;2;2;0;0;0;0;0;0;0;0
16.04.2024;21:33;A149;1;3;3;3;2;2;23;2;1;0;6;0;0;0;0;0;0;0;0;0;0
16.04.2024;20:53;A149;1;1;0;1;0;1;6;6;6;4;50;7;7;0;0;0;0;0;0;0;0
16.04.2024;20:36;A149;1;3;2;2;2;1;28;4;4;2;24;4;4;0;0;0;0;0;0;0;0
16.04.2024;20:21;A149;1;2;2;2;1;2;17;3;2;3;22;5;6;0;0;0;0;0;0;0;0
16.04.2024;20:08;A149;1;3;4;3;2;2;23;3;3;4;22;3;3;0;0;0;0;0;0;0;0
16.04.2024;20:01;A149;1;6;5;4;3;4;40;4;9;3;29;2;2;0;0;0;0;0;0;0;0
16.04.2024;19:48;A149;1;5;38;7;7;2;61;4;8;3;28;5;6;0;0;0;0;0;0;1;1
16.04.2024;19:42;A149;1;9;10;13;10;5;42;2;2;1;5;0;0;0;0;0;0;0;0;0;0
16.04.2024;19:38;A149;1;5;4;5;3;2;19;3;2;3;13;3;2;0;0;0;0;0;0;0;0
16.04.2024;19:15;A149;1;3;3;4;3;3;15;4;4;2;24;5;14;0;0;0;0;0;0;0;0
16.04.2024;19:14;A149;1;6;10;6;5;4;39;3;3;3;15;4;4;0;0;0;0;0;0;0;0
16.04.2024;19:13;A149;1;3;4;2;2;1;13;7;8;3;32;5;7;0;0;0;0;0;0;0;0
16.04.2024;19:12;A149;1;7;10;4;3;4;43;4;6;3;19;5;6;0;0;0;0;0;0;0;0
16.04.2024;19:11;A149;1;3;2;4;3;3;32;4;5;5;29;4;4;0;0;0;0;1;1;0;0
16.04.2024;19:10;A149;1;3;19;4;3;3;18;8;21;5;50;9;11;1;1;0;0;1;1;0;0
16.04.2024;19:08;A149;1;3;3;2;2;2;13;3;2;3;15;3;3;0;0;0;0;0;0;0;0
16.04.2024;18:56;A149;1;7;9;8;7;5;50;2;0;1;3;1;0;0;0;0;0;0;0;0;0
16.04.2024;18:49;A149;1;4;30;4;6;2;56;1;0;1;5;1;1;0;0;0;0;0;0;0;0
16.04.2024;18:17;A149;1;5;6;7;6;4;42;8;12;2;50;7;11;0;0;0;0;0;0;1;1
16.04.2024;18:14;A149;1;11;13;8;8;4;51;7;9;4;41;8;12;0;0;0;0;0;0;0;0
16.04.2024;18:13;A149;1;8;21;9;7;4;54;7;23;2;40;6;8;0;0;0;0;1;1;1;1
16.04.2024;18:12;A149;1;2;36;3;4;1;49;5;4;4;21;3;3;1;1;0;0;1;1;1;1
16.04.2024;18:11;A149;1;5;24;6;5;3;31;7;21;4;45;9;9;0;0;0;0;0;0;0;0
16.04.2024;18:06;A149;1;3;3;3;2;2;15;9;41;4;73;9;10;1;1;0;0;0;0;0;0
16.04.2024;17:56;A149;1;2;1;1;0;1;3;7;7;6;36;9;9;0;0;0;0;0;0;0;0
16.04.2024;17:30;A149;1;5;4;6;5;3;24;5;5;4;27;7;9;0;0;0;0;0;0;0;0
16.04.2024;17:22;A149;1;6;7;7;6;3;32;6;6;6;31;7;8;0;0;0;0;0;0;0;0
16.04.2024;17:12;A149;1;8;8;7;6;4;33;4;4;3;17;4;5;0;0;0;0;0;0;0;0
16.04.2024;17:04;A149;1;8;37;9;7;5;60;3;3;2;12;4;4;1;1;1;1;1;1;0;0
16.04.2024;16:54;A149;1;7;8;6;5;5;31;8;8;5;34;9;9;0;0;0;0;0;0;0;0
16.04.2024;16:39;A149;1;8;10;9;8;3;51;4;4;4;18;5;5;0;0;0;0;1;1;0;0
16.04.2024;16:36;A149;1;6;40;7;7;3;45;3;2;1;10;4;4;0;0;0;0;0;0;0;0
16.04.2024;16:30;A149;1;8;8;8;19;5;37;7;9;4;33;7;8;1;1;0;0;0;0;0;0
16.04.2024;16:22;A149;1;6;6;6;4;6;28;5;16;2;37;5;6;1;1;0;0;0;0;0;0
16.04.2024;16:02;A149;1;7;28;10;9;2;50;4;27;3;22;3;3;1;1;1;2;0;0;0;0
16.04.2024;15:47;A149;1;9;8;10;9;6;38;2;4;1;14;1;1;0;0;0;0;0;0;0;0
16.04.2024;15:43;A149;1;7;7;8;5;5;31;4;6;3;21;5;10;0;0;0;0;0;0;0;0
16.04.2024;15:29;A149;1;13;16;12;11;6;83;5;6;5;21;3;4;0;0;0;0;1;1;0;0
