Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D31Z;D31B;D41Z;D41B;D42Z;D42B;H57_M1_1137Z;H57_M1_1137B;A57_M2_1138Z;A57_M2_1138B;H53_M3_3006Z;H53_M3_3006B;A53_M5_3007Z;A53_M5_3007B;H53_M6_1140Z;H53_M6_1140B;D43Z;D43B;Power_onZ;Power_onB;Fiber_reserveZ;Fiber_reserveB;LLB-TestZ;LLB-TestB;SyncZ;SyncB;foultZ;foultB
17.04.2024;01:33;A  5;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;01:32;A  5;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;01:31;A  5;1;0;0;0;0;0;0;0;100;0;0;1;1;1;2;0;0;1;2;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;01:30;A  5;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;01:29;A  5;1;0;0;0;0;0;0;0;100;0;18;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;01:28;A  5;1;0;0;0;0;0;0;0;100;1;36;2;3;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;01:14;A  5;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;01:13;A  5;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;01:12;A  5;1;1;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;01:11;A  5;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;00:22;A  5;1;0;0;1;2;0;0;0;100;1;0;2;2;0;0;0;0;1;2;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;00:21;A  5;1;0;0;0;0;0;0;0;100;1;60;1;1;1;2;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;00:20;A  5;1;0;0;0;0;0;0;0;100;1;43;2;3;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
17.04.2024;00:19;A  5;1;0;0;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;;;;
