Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V321Z;V321B;TF32Z;TF32B;TB32Z;TB32B;TF32aZ;TF32aB;TB32aZ;TB32aB
17.04.2024;01:32;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:31;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:30;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:29;A116;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:28;A116;1;0;0;2;7;2;2;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:27;A116;1;0;0;1;4;1;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:13;A116;1;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:12;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:11;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:10;A116;1;0;0;1;9;2;2;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:21;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:20;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:19;A116;1;0;0;1;5;1;2;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:18;A116;1;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:06;A116;1;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;19:15;A116;1;3;23;2;40;9;23;0;0;0;0;3;10;0;0;0;0
16.04.2024;19:14;A116;1;2;72;3;36;5;15;1;1;1;1;2;28;0;0;0;0
16.04.2024;19:13;A116;1;1;84;2;78;8;66;0;0;0;0;7;11;1;1;0;0
16.04.2024;19:12;A116;1;4;60;4;69;4;17;1;1;0;0;3;9;0;0;0;0
16.04.2024;19:11;A116;1;3;16;3;67;4;7;0;0;0;0;3;19;1;1;0;0
16.04.2024;19:10;A116;1;4;37;5;45;10;21;0;0;0;0;0;0;0;0;0;0
16.04.2024;19:08;A116;1;3;13;5;45;10;26;0;0;0;0;2;2;0;0;0;0
16.04.2024;18:14;A116;1;1;96;0;100;7;90;0;0;1;1;5;35;0;0;1;1
16.04.2024;18:13;A116;1;3;87;0;100;4;46;0;0;0;0;4;19;0;0;0;0
16.04.2024;18:12;A116;1;0;97;0;100;3;68;1;1;0;0;4;14;1;2;0;0
16.04.2024;18:11;A116;1;5;36;0;100;2;94;1;1;0;0;5;26;0;0;0;0
16.04.2024;17:56;A116;1;2;93;0;100;10;38;0;0;0;0;7;25;0;0;0;0
16.04.2024;16:02;A116;1;0;100;7;61;12;31;1;1;0;0;5;30;0;0;0;0
16.04.2024;15:47;A116;1;1;99;7;71;15;43;0;0;0;0;4;8;0;0;1;1
16.04.2024;15:43;A116;1;4;38;5;38;7;28;0;0;0;0;2;6;0;0;0;0
16.04.2024;15:25;A116;1;9;47;10;62;13;42;0;0;0;0;0;0;1;1;0;0
16.04.2024;15:24;A116;1;9;64;6;63;12;35;0;0;0;0;1;1;0;0;0;0
16.04.2024;15:23;A116;1;5;44;8;48;7;16;0;0;0;0;5;12;0;0;0;0
16.04.2024;15:22;A116;1;7;72;1;79;12;35;0;0;0;0;4;21;0;0;0;0
16.04.2024;15:21;A116;1;5;45;5;48;10;31;0;0;0;0;3;10;1;1;0;0
16.04.2024;15:20;A116;1;6;28;3;32;5;13;0;0;0;0;0;0;0;0;0;0
16.04.2024;09:54;A116;1;3;18;6;61;13;32;0;0;0;0;4;15;0;0;1;1
16.04.2024;07:14;A116;1;2;26;3;69;6;20;0;0;0;0;2;9;0;0;0;0
