Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V111Z;V111B;TF35Z;TF35B;TBS35Z;TBS35B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB
17.04.2024;01:32;A108;1;1;1;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:31;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:30;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:29;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:28;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:27;A108;1;0;0;0;7;0;0;0;0;0;0;0;0
17.04.2024;01:13;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:12;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:11;A108;1;1;9;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:10;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:21;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:20;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:19;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:18;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:06;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;19:15;A108;1;4;44;1;12;0;0;0;0;0;0;0;0
16.04.2024;19:14;A108;1;2;16;2;56;0;0;0;0;0;0;0;0
16.04.2024;19:13;A108;1;3;16;2;21;0;0;0;0;0;0;0;0
16.04.2024;19:12;A108;1;2;29;2;19;0;0;0;0;0;0;0;0
16.04.2024;19:11;A108;1;4;26;0;0;0;0;0;0;0;0;0;0
16.04.2024;19:10;A108;1;3;25;1;3;0;0;0;0;0;0;0;0
16.04.2024;19:08;A108;1;1;6;2;32;0;0;0;0;0;0;0;0
16.04.2024;18:14;A108;1;4;75;2;67;0;0;0;0;0;0;0;0
16.04.2024;18:13;A108;1;4;50;6;60;0;0;0;0;0;0;0;0
16.04.2024;18:12;A108;1;4;54;1;23;0;0;0;0;0;0;0;0
16.04.2024;18:11;A108;1;8;23;4;52;0;0;0;0;0;0;0;0
16.04.2024;17:56;A108;1;5;39;3;48;0;0;0;0;0;0;0;0
16.04.2024;16:02;A108;1;3;52;2;21;0;0;0;0;0;0;0;0
16.04.2024;15:47;A108;1;3;11;3;42;0;0;0;0;0;0;0;0
16.04.2024;15:43;A108;1;1;16;3;24;0;0;0;0;0;0;0;0
16.04.2024;15:25;A108;1;3;19;1;3;0;0;0;0;0;0;0;0
16.04.2024;15:24;A108;1;4;39;3;39;0;0;0;0;0;0;0;0
16.04.2024;15:23;A108;1;2;49;3;42;1;1;0;0;0;0;0;0
16.04.2024;15:22;A108;1;1;7;4;37;0;0;0;0;0;0;0;0
16.04.2024;15:21;A108;1;4;30;6;50;0;0;0;0;0;0;0;0
16.04.2024;15:20;A108;1;2;45;2;26;1;1;0;0;0;0;0;0
16.04.2024;09:54;A108;1;2;11;4;46;0;0;0;0;0;0;0;0
