Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TBS32_AFZ;TBS32_AFB;TB32a_AFZ;TB32a_AFB;TBs32a_AFZ;TBs32a_AFB
17.04.2024;01:32;A166;1;0;0;0;0;0;0;0;0
17.04.2024;01:31;A166;1;0;0;0;0;0;0;0;0
17.04.2024;01:30;A166;1;0;0;0;0;0;0;0;0
17.04.2024;01:29;A166;1;0;0;0;0;0;0;0;0
17.04.2024;01:28;A166;1;0;0;0;0;0;0;0;0
17.04.2024;01:27;A166;1;0;0;0;0;0;0;0;0
17.04.2024;01:13;A166;1;0;0;0;0;0;0;0;0
17.04.2024;01:12;A166;1;0;0;0;0;0;0;0;0
17.04.2024;01:11;A166;1;0;0;0;0;0;0;0;0
17.04.2024;01:10;A166;1;0;0;0;0;0;0;0;0
17.04.2024;00:21;A166;1;0;0;0;0;0;0;0;0
17.04.2024;00:20;A166;1;0;0;0;0;0;0;0;0
17.04.2024;00:19;A166;1;0;0;0;0;0;0;0;0
17.04.2024;00:18;A166;1;0;0;0;0;0;0;0;0
17.04.2024;00:10;A166;1;0;0;0;0;0;0;0;0
17.04.2024;00:06;A166;1;0;0;0;0;0;0;0;0
17.04.2024;00:05;A166;1;0;0;0;0;0;0;0;0
16.04.2024;23:38;A166;1;0;0;0;0;0;0;0;0
16.04.2024;23:35;A166;1;0;0;0;0;0;0;0;0
16.04.2024;23:22;A166;1;0;0;0;0;0;0;0;0
16.04.2024;23:01;A166;1;0;0;0;0;0;0;0;0
16.04.2024;22:51;A166;1;0;0;0;0;0;0;0;0
16.04.2024;22:42;A166;1;0;0;0;0;0;0;0;0
16.04.2024;22:26;A166;1;0;0;0;0;0;0;0;0
16.04.2024;22:21;A166;1;0;0;0;0;0;0;0;0
16.04.2024;21:55;A166;1;0;0;0;0;0;0;0;0
16.04.2024;21:33;A166;1;0;0;0;0;0;0;0;0
16.04.2024;21:29;A166;1;0;0;0;0;0;0;0;0
16.04.2024;20:53;A166;1;0;0;0;0;0;0;0;0
16.04.2024;20:37;A166;1;0;0;0;0;0;0;0;0
16.04.2024;20:36;A166;1;0;0;0;0;0;0;0;0
16.04.2024;20:21;A166;1;0;0;0;0;0;0;0;0
16.04.2024;20:08;A166;1;0;0;0;0;0;0;0;0
16.04.2024;20:05;A166;1;0;0;0;0;0;0;0;0
16.04.2024;20:01;A166;1;0;0;0;0;0;0;0;0
16.04.2024;19:51;A166;1;0;0;0;0;0;0;0;0
16.04.2024;19:48;A166;1;0;0;0;0;0;0;0;0
16.04.2024;19:42;A166;1;0;0;0;0;0;0;0;0
16.04.2024;19:38;A166;1;0;0;0;0;0;0;0;0
