Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TBS32_AFZ;TBS32_AFB;TB32a_AFZ;TB32a_AFB;TBs32a_AFZ;TBs32a_AFB
16.04.2024;19:24;A166;1;0;0;0;0;0;0;0;0
16.04.2024;19:16;A166;1;0;0;0;0;0;0;0;0
16.04.2024;19:15;A166;1;0;0;0;0;0;0;0;0
16.04.2024;19:14;A166;1;0;0;0;0;0;0;0;0
16.04.2024;19:13;A166;1;0;0;0;0;0;0;0;0
16.04.2024;19:12;A166;1;0;0;0;0;0;0;0;0
16.04.2024;19:11;A166;1;0;0;0;0;0;0;0;0
16.04.2024;19:10;A166;1;0;0;0;0;0;0;0;0
16.04.2024;19:08;A166;1;0;0;0;0;0;0;0;0
16.04.2024;19:01;A166;1;0;0;0;0;0;0;0;0
16.04.2024;18:56;A166;1;0;0;0;0;0;0;0;0
16.04.2024;18:49;A166;1;0;0;0;0;0;0;0;0
16.04.2024;18:42;A166;1;0;0;0;0;0;0;0;0
16.04.2024;18:34;A166;1;0;0;0;0;0;0;0;0
16.04.2024;18:23;A166;1;0;0;0;0;0;0;0;0
16.04.2024;18:17;A166;1;0;0;0;0;0;0;0;0
16.04.2024;18:14;A166;1;0;0;0;0;0;0;0;0
16.04.2024;18:13;A166;1;0;0;0;0;0;0;0;0
16.04.2024;18:12;A166;1;0;0;0;0;0;0;0;0
16.04.2024;18:11;A166;1;0;0;0;0;0;0;0;0
16.04.2024;18:06;A166;1;0;0;0;0;0;0;0;0
16.04.2024;17:56;A166;1;0;0;0;0;0;0;0;0
16.04.2024;17:30;A166;1;0;0;0;0;0;0;0;0
16.04.2024;17:22;A166;1;0;0;0;0;0;0;0;0
16.04.2024;17:12;A166;1;0;0;0;0;0;0;0;0
16.04.2024;17:04;A166;1;0;0;0;0;0;0;0;0
16.04.2024;16:54;A166;1;0;0;0;0;0;0;0;0
16.04.2024;16:43;A166;1;0;0;0;0;0;0;0;0
16.04.2024;16:39;A166;1;0;0;0;0;0;0;0;0
16.04.2024;16:36;A166;1;0;0;0;0;0;0;0;0
16.04.2024;16:30;A166;1;0;0;0;0;0;0;0;0
16.04.2024;16:22;A166;1;0;0;0;0;0;0;0;0
16.04.2024;16:14;A166;1;0;0;0;0;0;0;0;0
16.04.2024;16:02;A166;1;0;0;0;0;0;0;0;0
16.04.2024;15:47;A166;1;0;0;0;0;0;0;0;0
16.04.2024;15:43;A166;1;0;0;0;0;0;0;0;0
16.04.2024;15:29;A166;1;0;0;0;0;0;0;0;0
16.04.2024;15:25;A166;1;0;0;0;0;0;0;0;0
16.04.2024;15:24;A166;1;0;0;0;0;0;0;0;0
16.04.2024;15:23;A166;1;0;0;0;0;0;0;0;0
16.04.2024;15:22;A166;1;0;0;0;0;0;0;0;0
16.04.2024;15:21;A166;1;0;0;0;0;0;0;0;0
16.04.2024;15:20;A166;1;0;0;0;0;0;0;0;0
16.04.2024;15:17;A166;1;0;0;0;0;0;0;0;0
16.04.2024;15:08;A166;1;0;0;0;0;0;0;0;0
16.04.2024;15:01;A166;1;1;1;1;1;0;0;0;0
16.04.2024;14:48;A166;1;0;0;0;0;0;0;0;0
16.04.2024;14:43;A166;1;0;0;0;0;0;0;0;0
16.04.2024;14:31;A166;1;0;0;0;0;0;0;0;0
16.04.2024;14:01;A166;1;0;0;0;0;0;0;0;0
16.04.2024;13:55;A166;1;0;0;0;0;0;0;0;0
16.04.2024;13:45;A166;1;1;1;1;1;0;0;0;0
16.04.2024;13:39;A166;1;0;0;0;0;0;0;0;0
16.04.2024;13:33;A166;1;0;0;0;0;0;0;0;0
16.04.2024;13:15;A166;1;1;1;1;1;0;0;0;0
16.04.2024;12:57;A166;1;0;0;0;0;0;0;0;0
16.04.2024;12:51;A166;1;0;0;0;0;0;0;0;0
16.04.2024;12:43;A166;1;0;0;0;0;0;0;0;0
16.04.2024;12:37;A166;1;0;0;0;0;0;0;0;0
16.04.2024;12:33;A166;1;0;0;0;0;0;0;0;0
16.04.2024;12:13;A166;1;0;0;0;0;0;0;0;0
16.04.2024;12:07;A166;1;0;0;0;0;0;0;0;0
16.04.2024;11:56;A166;1;0;0;0;0;0;0;0;0
16.04.2024;11:46;A166;1;0;0;0;0;0;0;0;0
16.04.2024;11:38;A166;1;0;0;0;0;0;0;0;0
16.04.2024;11:26;A166;1;0;0;0;0;0;0;0;0
16.04.2024;11:14;A166;1;0;0;0;0;0;0;0;0
16.04.2024;11:06;A166;1;0;0;0;0;0;0;0;0
16.04.2024;10:52;A166;1;0;0;0;0;0;0;0;0
16.04.2024;10:48;A166;1;0;0;0;0;0;0;0;0
16.04.2024;10:12;A166;1;0;0;0;0;0;0;0;0
16.04.2024;09:54;A166;1;0;0;0;0;0;0;0;0
16.04.2024;09:42;A166;1;0;0;0;0;0;0;0;0
16.04.2024;09:32;A166;1;0;0;0;0;0;0;0;0
16.04.2024;09:26;A166;1;0;0;0;0;0;0;0;0
16.04.2024;08:50;A166;1;0;0;0;0;0;0;0;0
16.04.2024;08:45;A166;1;0;0;0;0;0;0;0;0
16.04.2024;08:37;A166;1;0;0;0;0;0;0;0;0
16.04.2024;08:04;A166;1;0;0;0;0;0;0;0;0
16.04.2024;07:55;A166;1;0;0;0;0;0;0;0;0
16.04.2024;07:49;A166;1;0;0;0;0;1;1;1;1
16.04.2024;07:46;A166;1;0;0;0;0;1;1;2;3
16.04.2024;07:14;A166;1;0;0;0;0;0;0;0;0
16.04.2024;06:47;A166;1;0;0;0;0;0;0;0;0
16.04.2024;06:38;A166;1;0;0;0;0;0;0;0;0
16.04.2024;06:03;A166;1;0;0;0;0;0;0;0;0
16.04.2024;06:00;A166;1;0;0;0;0;0;0;0;0
16.04.2024;05:29;A166;1;0;0;0;0;0;0;0;0
16.04.2024;05:19;A166;1;0;0;0;0;0;0;0;0
16.04.2024;05:09;A166;1;0;0;0;0;0;0;0;0
16.04.2024;05:05;A166;1;0;0;0;0;0;0;0;0
16.04.2024;04:47;A166;1;0;0;0;0;0;0;0;0
16.04.2024;04:42;A166;1;0;0;0;0;0;0;0;0
16.04.2024;04:26;A166;1;0;0;0;0;0;0;0;0
16.04.2024;04:16;A166;1;0;0;0;0;0;0;0;0
16.04.2024;04:14;A166;1;0;0;0;0;0;0;0;0
16.04.2024;04:07;A166;1;0;0;0;0;0;0;0;0
16.04.2024;04:00;A166;1;0;0;0;0;0;0;0;0
16.04.2024;03:53;A166;1;0;0;0;0;0;0;0;0
16.04.2024;03:49;A166;1;0;0;0;0;0;0;0;0
16.04.2024;03:36;A166;1;0;0;0;0;0;0;0;0
16.04.2024;03:30;A166;1;0;0;0;0;0;0;0;0
16.04.2024;03:21;A166;1;0;0;0;0;0;0;0;0
16.04.2024;03:01;A166;1;0;0;0;0;0;0;0;0
16.04.2024;02:42;A166;1;0;0;0;0;0;0;0;0
16.04.2024;02:24;A166;1;0;0;0;0;0;0;0;0
16.04.2024;02:16;A166;1;0;0;0;0;0;0;0;0
16.04.2024;02:14;A166;1;0;0;0;0;0;0;0;0
16.04.2024;02:07;A166;1;0;0;0;0;0;0;0;0
