Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TB32_AFZ;TB32_AFB;TF32a_AFZ;TF32a_AFB;TB32a_AFZ;TB32a_AFB
17.04.2024;01:32;A124;1;0;0;0;0;0;0;0;0
17.04.2024;01:31;A124;1;0;0;0;0;0;0;0;0
17.04.2024;01:30;A124;1;0;0;0;0;0;0;0;0
17.04.2024;01:29;A124;1;0;0;0;0;0;0;0;0
17.04.2024;01:28;A124;1;0;0;0;0;0;0;0;0
17.04.2024;01:27;A124;1;0;0;0;0;0;0;0;0
17.04.2024;01:13;A124;1;0;0;0;0;0;0;0;0
17.04.2024;01:12;A124;1;0;0;0;0;0;0;0;0
17.04.2024;01:11;A124;1;0;0;0;0;0;0;0;0
17.04.2024;01:10;A124;1;0;0;0;0;0;0;0;0
17.04.2024;00:21;A124;1;0;0;0;0;0;0;0;0
17.04.2024;00:20;A124;1;0;0;0;0;0;0;0;0
17.04.2024;00:19;A124;1;0;0;0;0;0;0;0;0
17.04.2024;00:18;A124;1;0;0;0;0;0;0;0;0
17.04.2024;00:06;A124;1;0;0;0;0;0;0;0;0
16.04.2024;19:15;A124;1;0;0;0;0;0;0;0;0
16.04.2024;19:14;A124;1;0;0;0;0;0;0;0;0
16.04.2024;19:13;A124;1;0;0;0;0;0;0;0;0
16.04.2024;19:12;A124;1;0;0;1;1;0;0;0;0
16.04.2024;19:11;A124;1;0;0;0;0;0;0;0;0
16.04.2024;19:10;A124;1;0;0;0;0;0;0;0;0
16.04.2024;19:08;A124;1;0;0;4;11;2;3;2;3
16.04.2024;18:14;A124;1;0;0;0;0;2;3;0;0
16.04.2024;18:13;A124;1;0;0;0;0;0;0;0;0
16.04.2024;18:12;A124;1;0;0;0;0;0;0;0;0
16.04.2024;18:11;A124;1;2;3;1;1;0;0;0;0
16.04.2024;17:56;A124;1;0;0;0;0;0;0;0;0
16.04.2024;16:02;A124;1;0;0;0;0;0;0;0;0
16.04.2024;15:47;A124;1;0;0;0;0;0;0;0;0
16.04.2024;15:43;A124;1;0;0;0;0;0;0;0;0
16.04.2024;15:25;A124;1;1;1;0;0;0;0;0;0
16.04.2024;15:24;A124;1;1;1;1;1;0;0;0;0
16.04.2024;15:23;A124;1;0;0;0;0;0;0;0;0
16.04.2024;15:22;A124;1;0;0;0;0;0;0;0;0
16.04.2024;15:21;A124;1;0;0;0;0;0;0;0;0
16.04.2024;15:20;A124;1;0;0;0;0;0;0;0;0
16.04.2024;09:54;A124;1;0;0;0;0;0;0;0;0
16.04.2024;07:14;A124;1;0;0;0;0;0;0;0;0
