Datum;Uhrzeit;Bezeichnung;Intervall;D1Z;D1B;D2Z;D2B;FG35HZ;FG35HB;FG35WZ;FG35WB;TS_SchluesselschalterZ;TS_SchluesselschalterB;TS_WarteZ;TS_WarteB;TS_BrandmeldungZ;TS_BrandmeldungB;D3Z;D3B
17.04.2024;01:33;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:32;A102;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:31;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:30;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
17.04.2024;01:29;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:28;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:14;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:13;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:12;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:11;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:22;A102;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2
17.04.2024;00:21;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:20;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
17.04.2024;00:19;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:07;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
16.04.2024;19:16;A102;1;7;6;1;1;0;0;0;0;0;0;0;0;0;0;5;5
16.04.2024;19:15;A102;1;1;2;2;3;0;0;0;0;0;0;0;0;0;0;6;8
16.04.2024;19:14;A102;1;5;5;1;0;0;0;0;0;0;0;0;0;0;0;8;8
16.04.2024;19:13;A102;1;3;3;1;1;0;0;0;0;0;0;0;0;0;0;4;4
16.04.2024;19:12;A102;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;6;6
16.04.2024;19:11;A102;1;2;2;1;0;1;2;0;0;0;0;0;0;0;0;6;6
16.04.2024;19:09;A102;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;3;4
16.04.2024;18:15;A102;1;2;28;0;0;0;0;3;1;0;0;0;0;0;0;4;4
16.04.2024;18:14;A102;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;2;2
16.04.2024;18:13;A102;1;7;7;1;0;0;0;0;0;0;0;0;0;0;0;7;7
16.04.2024;18:12;A102;1;4;4;4;1;0;0;0;0;0;0;0;0;0;0;11;12
16.04.2024;17:57;A102;1;3;3;2;1;0;0;0;0;0;0;0;0;0;0;6;6
16.04.2024;16:03;A102;1;8;10;0;0;0;0;2;2;0;0;0;0;0;0;7;8
16.04.2024;15:48;A102;1;5;5;2;1;0;0;0;0;0;0;0;0;0;0;12;14
16.04.2024;15:44;A102;1;5;6;0;0;0;0;0;0;0;0;0;0;0;0;14;16
16.04.2024;15:26;A102;1;8;10;3;2;0;0;0;0;0;0;0;0;0;0;6;6
16.04.2024;15:25;A102;1;5;5;1;1;0;0;0;0;0;0;0;0;0;0;1;1
16.04.2024;15:24;A102;1;8;10;4;3;0;0;0;0;0;0;0;0;0;0;9;13
16.04.2024;15:23;A102;1;8;32;0;0;0;0;0;0;0;0;0;0;0;0;7;11
16.04.2024;15:22;A102;1;3;11;2;2;0;0;2;1;0;0;0;0;0;0;13;24
16.04.2024;15:21;A102;1;6;40;4;2;1;11;0;0;0;0;0;0;0;0;9;14
16.04.2024;09:55;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10;14
