Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;D11Z;D11B;D12Z;D12B;TF32Z;TF32B;TB32Z;TB32B;TF33Z;TF33B;TB33Z;TB33B;ST51Z;ST51B;ST55Z;ST55B;LUe_AbFV2_A8Z;LUe_AbFV2_A8B
17.04.2024;01:32;A 80;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:31;A 80;1;0;0;0;0;1;4;6;38;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:30;A 80;1;0;0;3;6;0;0;4;11;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:29;A 80;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:28;A 80;1;0;0;1;8;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:27;A 80;1;0;0;0;0;0;0;0;0;1;3;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:13;A 80;1;0;0;0;0;0;0;4;7;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:12;A 80;1;0;0;0;0;0;0;1;9;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:11;A 80;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;01:10;A 80;1;0;0;1;7;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:21;A 80;1;0;0;5;17;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:20;A 80;1;0;0;2;11;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:19;A 80;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:18;A 80;1;0;0;0;0;0;0;6;9;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2024;00:06;A 80;1;0;0;5;8;0;0;1;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;19:15;A 80;1;1;1;5;30;1;0;2;17;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;19:14;A 80;1;0;0;4;19;1;1;4;47;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;19:13;A 80;1;0;0;2;7;0;0;4;32;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;19:12;A 80;1;1;1;5;19;0;0;2;41;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0
16.04.2024;19:11;A 80;1;1;3;3;15;0;0;2;14;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;19:10;A 80;1;1;1;1;2;0;0;3;26;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;19:08;A 80;1;0;0;3;43;0;0;5;52;1;91;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0
16.04.2024;18:14;A 80;1;1;1;7;50;0;0;2;46;1;43;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;18:13;A 80;1;0;0;4;59;2;2;5;51;0;0;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0
16.04.2024;18:12;A 80;1;4;3;3;36;0;0;3;69;0;0;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0
16.04.2024;18:11;A 80;1;2;3;7;38;1;3;2;48;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;17:56;A 80;1;0;0;3;83;0;0;2;39;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;16:02;A 80;1;1;0;8;63;0;0;3;37;0;0;0;100;0;0;0;0;1;1;1;0;0;0;0;0;0;0
16.04.2024;15:47;A 80;1;1;2;6;37;0;0;3;69;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;15:25;A 80;1;1;1;6;60;0;0;3;21;0;0;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0
16.04.2024;15:24;A 80;1;1;0;1;35;0;0;4;21;1;49;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;15:23;A 80;1;0;0;4;50;0;0;1;51;1;19;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;15:22;A 80;1;0;0;2;86;2;2;4;38;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2024;15:21;A 80;1;1;5;2;87;1;0;3;14;0;0;0;100;0;0;0;0;1;1;0;0;0;0;0;0;0;0
16.04.2024;15:20;A 80;1;0;0;0;100;1;2;3;18;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
