Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;D51Z;D51B;D81Z;D81B;D82Z;D82B;D91Z;D91B;D41Z;D41B;D42_1Z;D42_1B;_FG32Z;_FG32B;_FG33Z;_FG33B;_FG38Z;_FG38B;V83Z;V83B;V84Z;V84B;V92Z;V92B;V43Z;V43B;V44Z;V44B
29.08.2024;02:00;A 11;1;0;0;0;0;0;0;1;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;2;8;0;0;0;0;0;0;0;0
29.08.2024;01:59;A 11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.08.2024;01:58;A 11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.08.2024;01:57;A 11;1;2;23;0;0;0;0;0;0;1;2;0;0;0;100;0;100;0;0;0;0;0;0;1;2;2;12;1;2;0;0;0;0
29.08.2024;01:56;A 11;1;0;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.08.2024;01:55;A 11;1;2;7;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.08.2024;01:54;A 11;1;1;9;1;24;0;0;0;0;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;5;2;27;0;7;0;0;0;0
29.08.2024;01:53;A 11;1;1;2;2;29;0;0;1;2;1;1;0;0;0;100;0;100;0;0;0;0;0;0;1;19;1;11;2;11;0;0;0;0
29.08.2024;01:52;A 11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.08.2024;01:51;A 11;1;3;4;1;5;0;0;0;0;1;1;0;0;0;100;0;100;0;0;0;0;0;0;2;8;1;11;0;8;0;0;0;0
29.08.2024;01:50;A 11;1;0;0;2;13;1;0;0;0;1;2;0;0;0;100;0;100;0;0;0;0;0;0;2;14;1;10;3;9;0;0;0;0
29.08.2024;01:49;A 11;1;0;0;1;3;0;0;1;1;1;2;1;2;0;100;0;100;0;0;0;0;0;0;4;12;1;10;11;44;0;0;0;0
29.08.2024;01:48;A 11;1;2;13;4;16;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
29.08.2024;01:47;A 11;1;0;0;0;5;0;0;1;0;1;1;0;0;0;100;0;100;0;0;0;0;0;0;2;7;1;9;1;2;0;0;0;0
29.08.2024;01:46;A 11;1;2;8;1;4;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.08.2024;01:45;A 11;1;1;9;1;10;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.08.2024;01:44;A 11;1;1;11;1;27;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.08.2024;01:43;A 11;1;0;0;4;11;0;0;0;0;0;0;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0
