Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V321Z;V321B;TF32Z;TF32B;TB32Z;TB32B;TF32aZ;TF32aB;TB32aZ;TB32aB
11.01.2024;01:00;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:59;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:58;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:57;A116;1;2;2;4;17;3;3;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:56;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:55;A116;1;0;0;3;5;1;1;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:54;A116;1;2;6;2;11;4;4;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:53;A116;1;1;1;2;11;2;3;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:52;A116;1;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:51;A116;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:50;A116;1;1;4;2;7;2;2;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:49;A116;1;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:48;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:47;A116;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:46;A116;1;0;0;1;4;1;1;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:45;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:44;A116;1;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:43;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:42;A116;1;2;3;1;5;1;1;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:41;A116;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:40;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:39;A116;1;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:38;A116;1;0;0;1;6;1;2;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:37;A116;1;0;0;1;4;1;1;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:36;A116;1;1;5;1;8;0;0;0;0;0;0;1;3;0;0;0;0
11.01.2024;00:35;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:34;A116;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:33;A116;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:32;A116;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:31;A116;1;0;30;3;17;3;5;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:30;A116;1;1;22;3;10;2;4;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:29;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:28;A116;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:27;A116;1;0;0;4;9;2;2;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:26;A116;1;4;7;4;11;4;5;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:25;A116;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:24;A116;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:23;A116;1;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:22;A116;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:21;A116;1;0;0;2;9;2;2;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:20;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:19;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:18;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:17;A116;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:16;A116;1;0;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:15;A116;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:14;A116;1;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0
11.01.2024;00:13;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:12;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:11;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:10;A116;1;3;3;1;4;1;2;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:09;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:08;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:07;A116;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:06;A116;1;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:05;A116;1;1;33;1;9;2;3;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:04;A116;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:03;A116;1;1;4;2;6;1;1;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:02;A116;1;0;0;1;10;1;8;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:01;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;00:00;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:59;A116;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:58;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:57;A116;1;3;42;1;5;1;1;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:56;A116;1;0;0;2;11;2;2;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:55;A116;1;0;0;2;10;2;2;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:54;A116;1;0;0;1;9;2;3;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:53;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:52;A116;1;1;10;1;6;1;3;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:51;A116;1;1;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:50;A116;1;2;1;2;10;2;3;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:49;A116;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:48;A116;1;0;0;1;10;3;3;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:47;A116;1;1;3;3;12;2;3;0;0;0;0;1;1;0;0;0;0
10.01.2024;23:46;A116;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:45;A116;1;3;4;3;9;2;2;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:44;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:43;A116;1;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:42;A116;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:41;A116;1;0;0;1;4;1;1;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:40;A116;1;1;4;3;17;3;5;0;0;0;0;1;1;0;0;0;0
10.01.2024;23:39;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:38;A116;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:37;A116;1;7;26;1;7;2;4;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:36;A116;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:35;A116;1;5;11;1;6;1;4;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:34;A116;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:33;A116;1;1;34;1;4;0;29;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:32;A116;1;2;3;1;11;2;0;0;0;0;0;1;2;0;0;0;0
10.01.2024;23:31;A116;1;0;0;2;5;1;3;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:30;A116;1;1;4;6;19;4;7;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:29;A116;1;6;10;1;11;2;4;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:28;A116;1;2;52;0;0;0;0;0;0;0;0;1;10;0;0;0;0
10.01.2024;23:27;A116;1;1;1;2;4;1;2;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:26;A116;1;1;3;1;4;1;1;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:25;A116;1;2;6;2;15;3;3;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:24;A116;1;2;9;1;8;2;2;0;0;0;0;1;1;0;0;0;0
10.01.2024;23:23;A116;1;1;1;2;16;3;4;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:22;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:21;A116;1;3;3;2;9;2;3;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:20;A116;1;4;5;2;10;4;6;0;0;0;0;1;1;0;0;0;0
10.01.2024;23:19;A116;1;1;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:18;A116;1;6;15;1;6;1;1;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:17;A116;1;2;5;1;5;1;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:16;A116;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:15;A116;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:14;A116;1;2;3;3;3;2;1;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:13;A116;1;0;0;1;6;1;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:12;A116;1;2;7;0;2;1;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:11;A116;1;1;51;3;10;2;4;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:10;A116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:09;A116;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:08;A116;1;3;3;4;16;3;6;0;0;0;0;1;4;0;0;0;0
10.01.2024;23:07;A116;1;3;8;2;8;2;2;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:06;A116;1;2;9;1;7;2;3;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:05;A116;1;4;5;5;15;5;4;0;0;0;0;0;0;0;0;0;0
10.01.2024;23:04;A116;1;0;0;4;10;1;2;0;0;0;0;2;18;0;0;0;0
10.01.2024;23:03;A116;1;1;4;3;13;3;5;0;0;0;0;0;1;0;0;0;0
10.01.2024;23:02;A116;1;2;3;5;41;6;7;0;0;0;0;1;1;0;0;0;0
10.01.2024;23:01;A116;1;3;15;0;0;0;0;0;0;0;0;1;4;0;0;0;0
10.01.2024;23:00;A116;1;3;51;0;11;3;6;0;0;0;0;1;1;0;0;0;0
10.01.2024;22:59;A116;1;3;19;2;11;3;4;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:58;A116;1;2;7;4;10;1;2;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:57;A116;1;7;8;3;10;3;5;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:56;A116;1;2;1;5;8;3;5;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:55;A116;1;3;3;3;28;4;6;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:54;A116;1;1;2;3;20;4;7;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:53;A116;1;0;0;3;14;3;4;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:52;A116;1;2;3;3;8;3;3;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:51;A116;1;2;18;5;13;3;5;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:50;A116;1;5;11;2;12;2;2;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:49;A116;1;1;3;2;11;2;3;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:48;A116;1;2;7;2;6;1;8;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:47;A116;1;1;6;2;16;2;1;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:46;A116;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:45;A116;1;2;4;4;20;5;8;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:44;A116;1;2;5;1;16;3;5;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:43;A116;1;1;1;2;15;2;3;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:42;A116;1;4;8;3;15;4;5;0;0;0;0;1;9;0;0;0;0
10.01.2024;22:41;A116;1;2;52;7;22;4;6;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:40;A116;1;2;5;4;9;3;6;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:39;A116;1;0;0;2;16;2;2;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:38;A116;1;3;7;1;5;2;1;0;0;0;0;1;15;0;0;0;0
10.01.2024;22:37;A116;1;5;7;6;11;3;5;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:36;A116;1;1;3;5;8;2;2;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:35;A116;1;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:34;A116;1;2;9;6;29;7;15;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:33;A116;1;1;6;4;16;6;30;0;0;0;0;1;3;0;0;0;0
10.01.2024;22:32;A116;1;5;20;6;24;6;9;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:31;A116;1;0;0;7;25;3;4;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:30;A116;1;0;0;3;13;4;7;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:29;A116;1;1;4;3;13;2;3;0;0;0;0;1;12;0;0;0;0
10.01.2024;22:28;A116;1;1;48;3;17;4;6;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:27;A116;1;1;8;5;24;6;9;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:26;A116;1;2;1;5;19;7;5;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:25;A116;1;7;9;3;19;4;5;0;0;0;0;1;3;0;0;0;0
10.01.2024;22:24;A116;1;2;11;6;18;4;4;0;0;0;0;1;1;0;0;0;0
10.01.2024;22:23;A116;1;3;2;10;29;10;15;0;0;0;0;1;3;0;0;0;0
10.01.2024;22:22;A116;1;2;7;3;32;5;10;0;0;0;0;1;3;0;0;0;0
10.01.2024;22:21;A116;1;5;15;4;28;6;12;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:20;A116;1;1;10;4;23;5;10;0;0;0;0;1;3;0;0;0;0
10.01.2024;22:19;A116;1;6;15;4;12;3;4;0;0;0;0;1;1;0;0;0;0
10.01.2024;22:18;A116;1;5;6;3;10;2;3;0;0;0;0;2;10;0;0;0;0
10.01.2024;22:17;A116;1;7;17;6;34;5;6;0;0;0;0;1;0;0;0;0;0
10.01.2024;22:16;A116;1;0;0;2;8;1;1;0;0;0;0;1;3;0;0;0;0
10.01.2024;22:15;A116;1;7;15;5;15;3;6;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:14;A116;1;2;3;1;10;2;4;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:13;A116;1;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:12;A116;1;5;6;3;16;6;5;0;0;0;0;0;0;0;0;0;0
10.01.2024;22:11;A116;1;2;63;3;22;4;7;0;0;0;0;1;0;0;0;0;0
10.01.2024;22:10;A116;1;4;6;6;21;4;4;0;0;0;0;0;0;0;0;0;0
