Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V51Z;V51B;V52Z;V52B;V61Z;V61B;V62Z;V62B;V81Z;V81B;V82Z;V82B;D53Z;D53B;D54Z;D54B;D55Z;D55B;D63Z;D63B;D64Z;D64B;TA32Z;TA32B;TB32Z;TB32B;TA35Z;TA35B;TB35Z;TB35B;TA36Z;TA36B;TB36Z;TB36B;TA38Z;TA38B;TB38Z;TB38B;TA41Z;TA41B;TB41Z;TB41B
01.05.2024;02:00;A 23;1;0;0;1;7;1;21;3;6;1;3;0;0;0;0;1;6;2;4;0;0;2;5;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;6;0;0;0;0
01.05.2024;01:59;A 23;1;1;9;0;0;0;0;0;2;0;0;0;0;1;4;1;7;0;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:58;A 23;1;3;17;1;9;1;8;1;4;0;0;0;0;0;0;1;5;1;3;0;0;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:57;A 23;1;0;0;3;5;0;0;0;0;2;6;0;0;2;10;1;7;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;13;0;0;0;0
01.05.2024;01:56;A 23;1;1;8;4;9;0;0;2;15;1;5;0;0;0;0;0;0;0;0;1;3;0;0;1;13;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:55;A 23;1;1;1;1;1;0;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:54;A 23;1;3;17;9;24;0;0;2;5;1;20;0;0;3;17;1;8;0;0;0;0;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:53;A 23;1;0;0;0;0;0;0;1;2;1;6;0;0;0;0;0;0;0;0;0;0;0;0;1;14;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:52;A 23;1;2;2;5;8;0;0;1;4;3;5;0;0;0;0;1;22;1;2;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:51;A 23;1;1;6;1;3;0;0;0;0;0;0;0;0;2;7;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:50;A 23;1;0;0;2;4;1;10;0;0;1;8;0;0;3;15;0;0;1;1;0;0;1;12;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:49;A 23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:48;A 23;1;0;0;8;40;0;0;3;2;5;16;0;0;0;0;0;0;0;0;0;0;0;0;3;27;0;0;1;29;0;0;0;0;0;0;1;3;1;6;0;0;0;0;0;0;0;0
01.05.2024;01:47;A 23;1;0;4;3;4;1;7;0;0;2;5;0;0;0;0;0;0;2;5;0;0;1;2;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:46;A 23;1;1;8;0;0;2;8;1;8;0;0;0;0;0;0;1;19;2;48;1;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:45;A 23;1;0;6;0;0;0;0;1;44;0;0;0;0;0;0;2;15;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;6;0;0;0;0
01.05.2024;01:44;A 23;1;1;2;4;16;0;0;2;21;0;0;0;0;0;0;0;0;0;0;1;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:41;A 23;1;0;0;3;17;0;0;1;44;3;9;0;0;0;0;1;22;0;0;1;35;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:40;A 23;1;2;5;6;8;0;0;2;8;2;18;0;0;0;0;0;0;0;0;0;0;0;0;2;10;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:39;A 23;1;0;0;3;3;1;6;2;4;2;8;0;0;0;0;2;12;1;1;0;0;1;1;2;15;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:38;A 23;1;0;0;0;0;2;8;1;19;0;0;0;0;0;0;2;44;2;4;2;2;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:37;A 23;1;0;0;1;2;2;33;0;8;1;25;0;0;0;0;0;0;3;6;1;18;3;18;2;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.05.2024;01:35;A 23;1;0;0;3;3;1;8;4;4;0;0;0;0;1;5;1;8;1;4;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
