Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D43Z;D43B;V14Z;V14B;V15Z;V15B;V16Z;V16B;V34Z;V34B;V35Z;V35B;V36Z;V36B;T35Z;T35B;T36Z;T36B;T41Z;T41B;T42Z;T42B;V53_A4/M4_1132Z;V53_A4/M4_1132B;V53_A4/M5_entfXZ;V53_A4/M5_entfXB;H53_M1_1133Z;H53_M1_1133B;A53_M2_1134Z;A53_M2_1134B;V57_A7/M5_770Z;V57_A7/M5_770B;H57_M3_1128Z;H57_M3_1128B;A57_M4_1129Z;A57_M4_1129B;FWZ;FWB;V10Z;V10B
17.11.2024;01:00;A  3;1;0;0;1;25;2;9;1;3;0;0;1;81;0;0;0;0;1;3;0;0;2;2;0;0;1;1;0;0;1;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;54
17.11.2024;00:59;A  3;1;0;0;0;0;0;27;1;2;1;1;0;4;0;0;0;0;0;0;0;0;1;7;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10
17.11.2024;00:58;A  3;1;1;1;1;3;1;3;1;34;0;0;1;30;0;2;1;1;1;1;0;0;0;0;0;0;3;7;1;1;2;5;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;37
17.11.2024;00:57;A  3;1;0;0;1;4;0;0;0;0;3;4;2;12;1;32;0;0;0;0;0;0;0;0;1;52;0;0;0;0;1;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:56;A  3;1;2;42;0;0;1;1;0;0;2;2;0;0;0;0;1;57;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:55;A  3;1;0;0;1;3;0;0;0;0;0;0;0;0;3;82;0;0;0;0;0;0;0;0;1;48;0;0;0;0;1;2;1;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:54;A  3;1;1;20;3;52;0;0;0;0;0;0;0;16;1;0;1;11;0;0;0;0;0;0;1;15;0;0;1;5;2;9;2;7;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:53;A  3;1;1;1;1;34;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;12;0;0;0;0;0;0;1;1;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:52;A  3;1;2;3;0;8;0;11;1;1;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
17.11.2024;00:51;A  3;1;0;0;1;43;1;32;1;39;0;0;1;34;1;1;1;1;0;0;1;3;0;0;0;87;1;2;1;3;2;6;1;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;2;0;0;2;8
17.11.2024;00:50;A  3;1;1;9;0;0;0;0;0;0;0;0;0;0;2;10;2;5;0;0;0;0;1;15;1;25;0;0;1;4;0;0;1;8;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:49;A  3;1;0;0;0;0;0;0;1;1;1;2;0;0;1;1;0;0;0;0;2;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:48;A  3;1;0;0;1;33;0;0;0;0;5;6;1;0;1;1;2;2;0;0;0;0;2;7;0;53;0;0;0;0;1;2;2;9;2;3;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:47;A  3;1;0;68;0;0;0;0;0;0;1;1;2;34;2;51;0;0;0;0;1;5;1;8;1;68;0;0;0;0;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:46;A  3;1;1;39;0;0;1;1;0;0;0;0;1;16;0;35;0;0;0;33;0;0;0;0;0;11;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:45;A  3;1;1;2;1;12;0;0;0;0;1;1;1;27;2;38;0;0;1;26;0;0;0;0;1;47;0;0;0;0;1;4;1;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:44;A  3;1;0;0;0;0;0;0;0;0;1;1;1;93;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:43;A  3;1;0;99;0;96;0;0;0;0;0;0;1;48;1;98;1;79;0;0;1;3;0;0;1;0;0;0;0;0;0;0;2;5;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:42;A  3;1;1;21;2;65;0;0;1;1;0;0;0;0;2;3;0;0;0;0;0;0;1;3;0;0;1;1;1;4;2;6;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;3;5;0;0;1;1
17.11.2024;00:41;A  3;1;0;0;0;0;1;43;0;0;1;1;0;36;1;58;1;40;0;0;1;5;1;7;0;0;0;0;0;0;0;0;1;5;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;3;0;0;0;0;0;0
17.11.2024;00:40;A  3;1;0;0;0;0;0;0;0;0;0;1;1;29;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:39;A  3;1;0;0;0;0;0;0;0;0;2;0;2;53;2;3;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;1;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:38;A  3;1;1;13;1;12;0;0;0;0;2;2;1;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:37;A  3;1;1;41;1;72;0;0;0;0;1;2;1;41;0;0;0;0;0;0;0;0;2;14;0;66;0;0;2;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:36;A  3;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;1;14;0;0;2;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:35;A  3;1;1;45;0;84;1;1;0;0;0;0;0;49;1;15;0;0;0;0;1;6;0;0;0;0;0;0;2;2;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:34;A  3;1;0;0;2;19;1;49;0;0;0;0;1;22;0;0;2;2;1;1;0;0;1;7;0;0;0;0;0;0;2;3;1;5;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:33;A  3;1;0;0;2;65;1;31;1;15;4;4;0;0;1;1;0;0;0;0;0;0;2;17;0;0;1;2;1;3;1;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;4;15
17.11.2024;00:32;A  3;1;0;0;0;39;0;0;1;3;3;3;2;5;0;0;0;0;0;0;0;0;0;0;0;12;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;1;2
17.11.2024;00:31;A  3;1;0;0;1;26;0;0;0;0;2;3;0;38;0;0;0;0;0;0;2;17;0;0;1;77;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:30;A  3;1;0;7;0;0;1;43;0;0;1;1;1;3;0;9;0;0;0;8;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2024;00:29;A  3;1;2;41;0;0;0;0;2;16;0;0;0;0;2;30;0;0;1;54;1;4;0;0;2;85;3;3;1;2;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;14
17.11.2024;00:28;A  3;1;0;0;0;0;0;0;1;82;3;1;3;55;1;79;0;0;0;0;1;5;0;0;1;1;0;0;0;0;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9
