Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D31Z;D31B;D32Z;D32B;Anf_32Z;Anf_32B
11.01.2025;01:00;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
11.01.2025;00:59;A182;1;0;0;0;0;1;3;0;0;0;0;0;0;2;1;0;0
11.01.2025;00:58;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
11.01.2025;00:57;A182;1;0;0;0;0;0;0;0;38;0;0;2;1;0;0;1;3
11.01.2025;00:56;A182;1;2;3;3;11;1;56;1;3;0;0;5;6;2;1;0;0
11.01.2025;00:55;A182;1;1;3;2;6;1;28;0;0;0;0;0;0;0;0;0;0
11.01.2025;00:54;A182;1;1;5;1;4;2;28;0;0;0;0;0;0;0;0;0;0
11.01.2025;00:53;A182;1;0;0;1;1;0;0;0;0;0;0;0;0;2;1;0;0
11.01.2025;00:52;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2025;00:51;A182;1;1;5;2;8;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2025;00:50;A182;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
11.01.2025;00:49;A182;1;0;0;1;9;1;29;1;9;0;0;0;0;0;0;0;0
11.01.2025;00:48;A182;1;0;0;1;3;0;0;1;23;0;0;0;0;0;0;0;0
11.01.2025;00:47;A182;1;1;7;1;2;1;5;0;0;0;0;0;0;2;1;0;0
11.01.2025;00:46;A182;1;1;5;1;5;0;0;1;34;0;0;0;0;1;3;0;0
11.01.2025;00:45;A182;1;4;17;4;12;2;5;1;53;0;0;0;0;2;1;0;0
11.01.2025;00:44;A182;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2025;00:43;A182;1;0;0;0;0;0;0;0;0;0;0;2;33;3;8;0;0
11.01.2025;00:42;A182;1;1;15;2;8;1;1;1;28;0;0;2;1;1;3;0;0
11.01.2025;00:41;A182;1;0;0;0;0;0;61;0;0;0;0;0;0;2;1;0;0
11.01.2025;00:40;A182;1;1;7;2;6;1;8;0;0;0;0;3;4;2;2;0;0
11.01.2025;00:39;A182;1;1;4;1;3;1;40;0;0;0;0;0;0;2;2;0;0
11.01.2025;00:38;A182;1;1;6;4;13;1;84;0;0;0;0;0;0;0;0;0;0
11.01.2025;00:37;A182;1;4;12;2;8;1;25;0;0;0;0;0;0;0;0;0;0
11.01.2025;00:36;A182;1;0;0;1;2;0;0;1;93;0;0;0;0;0;0;0;0
11.01.2025;00:35;A182;1;1;13;1;6;1;1;0;0;0;0;2;3;2;3;0;0
11.01.2025;00:34;A182;1;0;0;0;0;1;53;0;15;0;0;0;0;2;3;0;0
11.01.2025;00:33;A182;1;1;5;2;5;0;0;1;37;0;0;0;0;2;1;0;0
11.01.2025;00:32;A182;1;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2025;00:31;A182;1;1;1;2;8;0;0;0;0;0;0;0;0;2;1;0;0
11.01.2025;00:30;A182;1;0;0;2;5;1;1;2;43;0;0;0;0;0;0;0;0
11.01.2025;00:29;A182;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2025;00:28;A182;1;0;0;0;0;0;0;0;54;0;0;2;3;0;0;0;0
