Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;D115Z;D115B;TF41Z;TF41B;TBS41Z;TBS41B;EG23Z;EG23B;EG24Z;EG24B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;FW_AnfoZ;FW_AnfoB
23.03.2025;01:00;A 24;1;1;1;1;0;1;4;3;3;1;1;1;1;1;6;1;4;1;2;0;21;0;19;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
23.03.2025;00:59;A 24;1;2;23;2;23;4;19;4;13;1;1;0;0;1;12;0;0;2;24;2;21;2;12;3;15;0;0;0;0;0;0;0;0;;;;;;;;;;
23.03.2025;00:58;A 24;1;1;21;2;23;1;9;4;11;0;0;0;0;0;0;0;0;1;11;2;20;2;2;4;16;0;0;0;0;0;0;0;0;;;;;;;;;;
23.03.2025;00:57;A 24;1;1;1;1;0;0;3;3;3;1;1;0;0;1;6;0;0;1;0;2;22;0;0;2;30;0;0;0;0;0;0;0;0;;;;;;;;;;
23.03.2025;00:56;A 24;1;2;1;0;0;3;14;0;0;1;1;2;2;1;6;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
23.03.2025;00:55;A 24;1;1;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;2;15;0;0;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
23.03.2025;00:54;A 24;1;2;2;1;1;2;10;1;6;0;0;0;0;0;0;0;0;1;1;3;24;2;2;3;32;0;0;0;0;0;0;0;0;;;;;;;;;;
23.03.2025;00:53;A 24;1;0;0;0;0;0;0;0;0;2;10;1;1;3;16;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
23.03.2025;00:52;A 24;1;2;1;1;0;5;5;2;3;0;0;0;0;1;0;0;0;2;8;1;19;2;8;3;7;1;1;0;0;0;0;0;0;;;;;;;;;;
23.03.2025;00:51;A 24;1;3;2;0;0;4;17;0;0;2;1;2;1;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
23.03.2025;00:50;A 24;1;4;4;2;2;7;17;5;10;1;0;0;0;1;7;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
23.03.2025;00:49;A 24;1;1;0;0;0;1;5;0;0;2;3;2;22;1;17;2;10;1;22;0;0;2;3;1;3;0;0;0;0;0;0;0;0;;;;;;;;;;
23.03.2025;00:48;A 24;1;0;0;1;1;0;0;2;4;1;1;3;2;1;4;2;6;2;23;2;29;1;30;2;24;0;0;0;0;0;0;0;0;;;;;;;;;;
23.03.2025;00:47;A 24;1;2;2;1;0;2;13;2;3;1;33;0;0;2;11;0;0;1;15;2;20;2;5;2;28;0;0;0;0;0;0;0;0;;;;;;;;;;
23.03.2025;00:46;A 24;1;3;2;2;1;3;19;4;5;1;1;1;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
